"ID","CBRD","SBRD","DBRD","BDAT","BRTHW","RPRO","GHDAT","Event","DIM","Date","Remark","Protocols","Technician",
      9685 ,H    ,H    ,H    ,09/18/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,09/24/22,                ,                ,,
      9686 ,HJ   ,J    ,H    ,09/18/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,09/24/22,                ,                ,,
      9687 ,H    ,     ,H    ,09/18/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,09/24/22,                ,                ,,
      9688 ,HJ   ,J    ,H    ,09/19/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,09/24/22,                ,                ,,
      9689 ,H    ,     ,H    ,09/19/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,09/24/22,                ,                ,,
      9690 ,H    ,     ,H    ,09/19/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,09/24/22,                ,                ,,
      9691 ,HJ   ,J    ,W    ,09/19/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,09/24/22,                ,                ,,
      9692 ,H    ,     ,H    ,09/19/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,09/24/22,                ,                ,,
      9693 ,H    ,     ,H    ,09/20/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,09/24/22,                ,                ,,
      9694 ,HJ   ,J    ,H    ,09/20/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,09/24/22,                ,                ,,
      9695 ,H    ,     ,H    ,09/20/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,09/24/22,                ,                ,,
      9696 ,H    ,     ,H    ,09/20/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   4 ,09/24/22,                ,                ,,
      9697 ,H    ,     ,H    ,09/20/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,09/24/22,                ,                ,,
      9698 ,H    ,     ,H    ,09/20/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,09/24/22,                ,                ,,
      9699 ,HJ   ,J    ,H    ,09/21/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   3 ,09/24/22,                ,                ,,
      9700 ,HJ   ,J    ,H    ,09/21/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   3 ,09/24/22,                ,                ,,
      9701 ,HJ   ,J    ,W    ,09/21/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   3 ,09/24/22,                ,                ,,
      9702 ,HJ   ,J    ,W    ,09/21/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   3 ,09/24/22,                ,                ,,
      9703 ,H    ,     ,H    ,09/21/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   3 ,09/24/22,                ,                ,,
      9704 ,HJ   ,J    ,H    ,09/22/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,10/01/22,                ,                ,,
      9705 ,HJ   ,J    ,H    ,09/22/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,10/01/22,                ,                ,,
      9706 ,HJ   ,J    ,H    ,09/22/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,10/01/22,                ,                ,,
      9707 ,HJ   ,J    ,H    ,09/23/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   8 ,10/01/22,                ,                ,,
      9708 ,H    ,     ,H    ,09/22/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,10/01/22,                ,                ,,
      9709 ,H    ,     ,H    ,09/24/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/01/22,                ,                ,,
      9710 ,H    ,     ,H    ,09/24/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/01/22,                ,                ,,
      9711 ,H    ,     ,H    ,09/24/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/01/22,                ,                ,,
      9712 ,X    ,J    ,X    ,09/25/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/01/22,                ,                ,,
      9713 ,H    ,LM   ,H    ,09/25/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/01/22,                ,                ,,
      9714 ,HJ   ,J    ,H    ,09/25/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/01/22,                ,                ,,
      9715 ,HJ   ,J    ,W    ,09/26/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/01/22,                ,                ,,
      9716 ,HJ   ,J    ,H    ,09/26/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/01/22,                ,                ,,
      9717 ,HJ   ,J    ,W    ,09/26/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/01/22,                ,                ,,
      9718 ,H    ,     ,H    ,09/26/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   5 ,10/01/22,                ,                ,,
      9719 ,H    ,J    ,H    ,09/26/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   5 ,10/01/22,                ,                ,,
      9720 ,X    ,J    ,H    ,09/27/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/01/22,                ,                ,,
      9721 ,HJ   ,J    ,W    ,09/27/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/01/22,                ,                ,,
      9722 ,H    ,H    ,H    ,09/27/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/01/22,                ,                ,,
      9723 ,H    ,     ,H    ,09/28/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   3 ,10/01/22,                ,                ,,
      9724 ,HJ   ,J    ,W    ,09/28/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   3 ,10/01/22,                ,                ,,
      9725 ,H    ,     ,H    ,09/27/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/01/22,                ,                ,,
      9726 ,HJ   ,J    ,H    ,09/30/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   8 ,10/08/22,                ,                ,,
      9727 ,HJ   ,J    ,H    ,09/30/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   8 ,10/08/22,                ,                ,,
      9728 ,H    ,     ,H    ,09/30/22,    0 ,BRED    ,00000000 ,ARVKDD     ,  15 ,10/15/22,                ,                ,,
      9729 ,HJ   ,J    ,H    ,09/30/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   8 ,10/08/22,                ,                ,,
      9730 ,H    ,H    ,H    ,10/01/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   7 ,10/08/22,                ,                ,,
      9731 ,H    ,     ,H    ,10/02/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/08/22,                ,                ,,
      9732 ,HJ   ,J    ,W    ,10/02/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/08/22,                ,                ,,
      9733 ,HJ   ,J    ,W    ,10/02/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/08/22,                ,                ,,
      9734 ,H    ,     ,H    ,10/02/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/08/22,                ,                ,,
      9735 ,H    ,     ,H    ,10/02/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/08/22,                ,                ,,
      9736 ,HJ   ,J    ,W    ,10/02/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/08/22,                ,                ,,
      9737 ,H    ,H    ,H    ,10/03/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/08/22,                ,                ,,
      9739 ,HJ   ,J    ,H    ,10/03/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/08/22,                ,                ,,
      9740 ,H    ,LM   ,H    ,10/03/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/08/22,                ,                ,,
      9741 ,H    ,     ,H    ,10/03/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/08/22,                ,                ,,
      9742 ,H    ,H    ,H    ,10/03/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   5 ,10/08/22,                ,                ,,
      9743 ,H    ,     ,H    ,10/03/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,  12 ,10/15/22,                ,                ,,
      9744 ,HJ   ,J    ,H    ,10/04/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/08/22,                ,                ,,
      9745 ,H    ,     ,H    ,10/04/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   4 ,10/08/22,                ,                ,,
      9746 ,H    ,LM   ,H    ,10/05/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   3 ,10/08/22,                ,                ,,
      9747 ,J    ,J    ,J    ,10/05/22,    0 ,BRED    ,00000000 ,ARVKDD     ,  10 ,10/15/22,                ,                ,,
      9748 ,H    ,     ,H    ,10/06/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,10/15/22,                ,                ,,
      9749 ,HJ   ,J    ,H    ,10/06/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,10/15/22,                ,                ,,
      9750 ,HJ   ,J    ,H    ,10/06/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,10/15/22,                ,                ,,
      9751 ,H    ,     ,H    ,10/06/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,10/15/22,                ,                ,,
      9752 ,H    ,     ,H    ,10/06/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,10/15/22,                ,                ,,
      9753 ,H    ,LM   ,H    ,10/07/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   8 ,10/15/22,                ,                ,,
      9754 ,HJ   ,J    ,H    ,10/08/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/15/22,                ,                ,,
      9755 ,HJ   ,J    ,H    ,10/08/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/15/22,                ,                ,,
      9756 ,X    ,J    ,X    ,10/08/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/15/22,                ,                ,,
      9757 ,HJ   ,J    ,H    ,10/09/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/15/22,                ,                ,,
      9758 ,H    ,J    ,H    ,10/09/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   6 ,10/15/22,                ,                ,,
      9759 ,H    ,     ,H    ,10/09/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,  70 ,12/18/22,                ,                ,,
      9760 ,H    ,     ,H    ,10/09/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/15/22,                ,                ,,
      9761 ,H    ,J    ,H    ,10/09/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   6 ,10/15/22,                ,                ,,
      9762 ,HJ   ,J    ,H    ,10/09/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/15/22,                ,                ,,
      9763 ,HJ   ,J    ,H    ,10/09/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/15/22,                ,                ,,
      9764 ,H    ,     ,H    ,10/09/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/15/22,                ,                ,,
      9765 ,HJ   ,J    ,H    ,10/09/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/15/22,                ,                ,,
      9766 ,HJ   ,J    ,H    ,10/10/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/15/22,                ,                ,,
      9768 ,HJ   ,J    ,H    ,10/11/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/15/22,                ,                ,,
      9769 ,HJ   ,J    ,H    ,10/12/22,    0 ,BRED    ,00000000 ,ARVKDD     ,  10 ,10/22/22,                ,                ,,
      9770 ,HJ   ,J    ,H    ,10/12/22,    0 ,BRED    ,00000000 ,ARVKDD     ,  10 ,10/22/22,                ,                ,,
      9771 ,H    ,     ,H    ,10/12/22,    0 ,BRED    ,00000000 ,ARVKDD     ,  10 ,10/22/22,                ,                ,,
      9772 ,H    ,     ,H    ,10/13/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   9 ,10/22/22,                ,                ,,
      9773 ,H    ,     ,H    ,10/13/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   9 ,10/22/22,                ,                ,,
      9774 ,HJ   ,J    ,W    ,10/15/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/22/22,                ,                ,,
      9775 ,HJ   ,J    ,H    ,10/15/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/22/22,                ,                ,,
      9776 ,HJ   ,J    ,W    ,10/15/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/22/22,                ,                ,,
      9777 ,HJ   ,J    ,H    ,10/15/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/22/22,                ,                ,,
      9778 ,H    ,H    ,H    ,10/15/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/22/22,                ,                ,,
      9779 ,HJ   ,J    ,H    ,10/16/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/22/22,                ,                ,,
      9780 ,HJ   ,J    ,H    ,10/16/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/22/22,                ,                ,,
      9781 ,HJ   ,J    ,H    ,10/17/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/22/22,                ,                ,,
      9782 ,HJ   ,J    ,H    ,10/17/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/22/22,                ,                ,,
      9783 ,HJ   ,J    ,H    ,10/18/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/22/22,                ,                ,,
      9784 ,HJ   ,J    ,H    ,10/18/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/22/22,                ,                ,,
      9785 ,HJ   ,J    ,W    ,10/18/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/22/22,                ,                ,,
      9786 ,HJ   ,J    ,H    ,10/18/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/22/22,                ,                ,,
      9787 ,HJ   ,J    ,H    ,10/18/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/22/22,                ,                ,,
      9788 ,H    ,J    ,H    ,10/18/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   4 ,10/22/22,                ,                ,,
      9789 ,HJ   ,J    ,H    ,10/18/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/22/22,                ,                ,,
      9790 ,H    ,     ,H    ,10/19/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   3 ,10/22/22,                ,                ,,
      9791 ,HJ   ,J    ,H    ,10/20/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   2 ,10/22/22,                ,                ,,
      9792 ,HJ   ,J    ,H    ,10/20/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,10/29/22,                ,                ,,
      9793 ,HJ   ,J    ,H    ,10/20/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,10/29/22,                ,                ,,
      9794 ,H    ,     ,H    ,10/21/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   8 ,10/29/22,                ,                ,,
      9795 ,H    ,     ,H    ,10/21/22,    0 ,        ,00000000 ,ARVKDD     ,   8 ,10/29/22,                ,                ,,
      9796 ,HJ   ,J    ,H    ,10/21/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   8 ,10/29/22,                ,                ,,
      9797 ,HJ   ,J    ,W    ,10/21/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   8 ,10/29/22,                ,                ,,
      9798 ,HJ   ,J    ,H    ,10/21/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   8 ,10/29/22,                ,                ,,
      9799 ,H    ,LM   ,H    ,10/21/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   8 ,10/29/22,                ,                ,,
      9800 ,HJ   ,J    ,H    ,10/21/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   8 ,10/29/22,                ,                ,,
      9801 ,HJ   ,J    ,H    ,10/21/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   8 ,10/29/22,                ,                ,,
      9802 ,H    ,J    ,H    ,10/22/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   7 ,10/29/22,                ,                ,,
      9803 ,H    ,     ,H    ,10/22/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/29/22,                ,                ,,
      9804 ,HJ   ,J    ,H    ,10/22/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/29/22,                ,                ,,
      9805 ,H    ,     ,H    ,10/22/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/29/22,                ,                ,,
      9806 ,H    ,     ,H    ,10/22/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/29/22,                ,                ,,
      9807 ,HJ   ,J    ,H    ,10/22/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/29/22,                ,                ,,
      9808 ,HJ   ,J    ,H    ,10/22/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,10/29/22,                ,                ,,
      9809 ,HJ   ,J    ,H    ,10/22/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/29/22,                ,                ,,
      9810 ,HJ   ,J    ,H    ,10/23/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/29/22,                ,                ,,
      9811 ,HJ   ,J    ,H    ,10/23/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/29/22,                ,                ,,
      9812 ,H    ,LM   ,H    ,10/22/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,10/29/22,                ,                ,,
      9813 ,HJ   ,J    ,H    ,10/23/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/29/22,                ,                ,,
      9814 ,HJ   ,J    ,H    ,10/23/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/29/22,                ,                ,,
      9815 ,HJ   ,J    ,H    ,10/23/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,10/29/22,                ,                ,,
      9816 ,H    ,     ,H    ,10/24/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/29/22,                ,                ,,
      9817 ,HJ   ,J    ,H    ,10/24/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/29/22,                ,                ,,
      9818 ,X    ,J    ,H    ,10/24/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/29/22,                ,                ,,
      9819 ,HJ   ,J    ,H    ,10/24/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/29/22,                ,                ,,
      9820 ,HJ   ,J    ,H    ,10/24/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,10/29/22,                ,                ,,
      9821 ,HJ   ,J    ,H    ,10/25/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/29/22,                ,                ,,
      9822 ,H    ,     ,H    ,10/25/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   4 ,10/29/22,                ,                ,,
      9823 ,HJ   ,J    ,H    ,10/26/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   3 ,10/29/22,                ,                ,,
      9824 ,H    ,H    ,H    ,10/26/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   3 ,10/29/22,                ,                ,,
      9825 ,H    ,J    ,H    ,10/27/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   9 ,11/05/22,                ,                ,,
      9826 ,HJ   ,J    ,H    ,10/27/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,11/05/22,                ,                ,,
      9827 ,HJ   ,J    ,H    ,10/27/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,11/05/22,                ,                ,,
      9828 ,H    ,LM   ,H    ,10/29/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/05/22,                ,                ,,
      9829 ,H    ,     ,H    ,10/29/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/05/22,                ,                ,,
      9830 ,H    ,H    ,H    ,10/29/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/05/22,                ,                ,,
      9831 ,H    ,LM   ,H    ,10/29/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   7 ,11/05/22,                ,                ,,
      9832 ,H    ,LM   ,H    ,10/29/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/05/22,                ,                ,,
      9833 ,H    ,LM   ,H    ,10/29/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/05/22,                ,                ,,
      9834 ,H    ,     ,H    ,10/29/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/05/22,                ,                ,,
      9835 ,HJ   ,J    ,H    ,10/30/22,    0 ,        ,00000000 ,ARVKDD     ,   6 ,11/05/22,                ,                ,,
      9836 ,H    ,     ,H    ,10/29/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/05/22,                ,                ,,
      9837 ,H    ,LM   ,H    ,10/30/22,    0 ,        ,00000000 ,ARVKDD     ,   6 ,11/05/22,                ,                ,,
      9838 ,H    ,J    ,H    ,10/30/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   6 ,11/05/22,                ,                ,,
      9839 ,HJ   ,J    ,H    ,10/30/22,    0 ,        ,00000000 ,ARVKDD     ,   6 ,11/05/22,                ,                ,,
      9840 ,H    ,     ,H    ,10/31/22,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/05/22,                ,                ,,
      9841 ,H    ,LM   ,H    ,10/31/22,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/05/22,                ,                ,,
      9842 ,HJ   ,J    ,H    ,10/31/22,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/05/22,                ,                ,,
      9843 ,HJ   ,J    ,H    ,10/31/22,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/05/22,                ,                ,,
      9844 ,H    ,     ,H    ,11/01/22,    0 ,        ,00000000 ,ARVKDD     ,   4 ,11/05/22,                ,                ,,
      9845 ,HJ   ,J    ,H    ,11/01/22,    0 ,        ,00000000 ,ARVKDD     ,   4 ,11/05/22,                ,                ,,
      9846 ,HJ   ,J    ,H    ,11/01/22,    0 ,        ,00000000 ,ARVKDD     ,   4 ,11/05/22,                ,                ,,
      9847 ,HJ   ,J    ,H    ,11/01/22,    0 ,        ,00000000 ,ARVKDD     ,   4 ,11/05/22,                ,                ,,
      9848 ,H    ,     ,H    ,11/01/22,    0 ,        ,00000000 ,ARVKDD     ,   4 ,11/05/22,                ,                ,,
      9849 ,H    ,     ,H    ,11/01/22,    0 ,        ,00000000 ,ARVKDD     ,   4 ,11/05/22,                ,                ,,
      9850 ,HJ   ,J    ,H    ,11/02/22,    0 ,        ,00000000 ,ARVKDD     ,   3 ,11/05/22,                ,                ,,
      9851 ,HJ   ,J    ,H    ,11/02/22,    0 ,        ,00000000 ,ARVKDD     ,  10 ,11/12/22,                ,                ,,
      9852 ,HJ   ,J    ,H    ,11/02/22,    0 ,        ,00000000 ,ARVKDD     ,   3 ,11/05/22,                ,                ,,
      9854 ,H    ,LM   ,H    ,11/03/22,    0 ,        ,00000000 ,ARVKDD     ,   9 ,11/12/22,                ,                ,,
      9856 ,H    ,LM   ,H    ,11/03/22,    0 ,        ,00000000 ,ARVKDD     ,   9 ,11/12/22,                ,                ,,
      9857 ,HJ   ,J    ,H    ,11/03/22,    0 ,        ,00000000 ,ARVKDD     ,   9 ,11/12/22,                ,                ,,
      9858 ,H    ,     ,H    ,11/04/22,    0 ,        ,00000000 ,ARVKDD     ,   8 ,11/12/22,                ,                ,,
      9859 ,H    ,LM   ,H    ,11/04/22,    0 ,        ,00000000 ,ARVKDD     ,   8 ,11/12/22,                ,                ,,
      9860 ,HJ   ,J    ,H    ,11/04/22,    0 ,        ,00000000 ,ARVKDD     ,   8 ,11/12/22,                ,                ,,
      9861 ,H    ,     ,H    ,11/05/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/12/22,                ,                ,,
      9862 ,HJ   ,J    ,H    ,11/05/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/12/22,                ,                ,,
      9863 ,HJ   ,J    ,H    ,11/05/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/12/22,                ,                ,,
      9864 ,HJ   ,J    ,W    ,11/05/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/12/22,                ,                ,,
      9865 ,H    ,     ,H    ,11/05/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/12/22,                ,                ,,
      9866 ,HJ   ,J    ,W    ,11/06/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,11/12/22,                ,                ,,
      9867 ,HJ   ,J    ,H    ,11/07/22,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/12/22,                ,                ,,
      9868 ,HJ   ,J    ,H    ,11/07/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   5 ,11/12/22,                ,                ,,
      9869 ,H    ,     ,H    ,11/07/22,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/12/22,                ,                ,,
      9870 ,H    ,     ,H    ,11/08/22,    0 ,        ,00000000 ,ARVKDD     ,   4 ,11/12/22,                ,                ,,
      9871 ,HJ   ,J    ,H    ,11/08/22,    0 ,        ,00000000 ,ARVKDD     ,   4 ,11/12/22,                ,                ,,
      9872 ,H    ,     ,H    ,11/08/22,    0 ,        ,00000000 ,ARVKDD     ,   4 ,11/12/22,                ,                ,,
      9873 ,HJ   ,J    ,H    ,11/09/22,    0 ,        ,00000000 ,ARVKDD     ,   3 ,11/12/22,                ,                ,,
      9874 ,H    ,     ,H    ,11/08/22,    0 ,        ,00000000 ,ARVKDD     ,   4 ,11/12/22,                ,                ,,
      9875 ,HJ   ,J    ,H    ,11/09/22,    0 ,BRED    ,00000000 ,ARVKDD     ,  10 ,11/19/22,                ,                ,,
      9876 ,HJ   ,J    ,H    ,11/10/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   9 ,11/19/22,                ,                ,,
      9877 ,H    ,J    ,H    ,11/10/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   9 ,11/19/22,                ,                ,,
      9878 ,H    ,     ,H    ,11/11/22,    0 ,        ,00000000 ,ARVKDD     ,   8 ,11/19/22,                ,                ,,
      9879 ,X    ,J    ,H    ,11/11/22,    0 ,        ,00000000 ,ARVKDD     ,   8 ,11/19/22,                ,                ,,
      9880 ,HJ   ,J    ,W    ,11/11/22,    0 ,        ,00000000 ,ARVKDD     ,   8 ,11/19/22,                ,                ,,
      9881 ,HJ   ,J    ,H    ,11/12/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/19/22,                ,                ,,
      9882 ,H    ,J    ,H    ,11/12/22,    0 , SLD/DIE,00000000 ,ARVKDD     ,   7 ,11/19/22,                ,                ,,
      9883 ,H    ,     ,H    ,11/12/22,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/19/22,                ,                ,,
      9884 ,H    ,H    ,H    ,11/13/22,    0 ,        ,00000000 ,ARVKDD     ,   6 ,11/19/22,                ,                ,,
      9885 ,H    ,     ,H    ,11/13/22,    0 ,BRED    ,00000000 ,ARVKDD     ,   6 ,11/19/22,                ,                ,,
      9886 ,HJ   ,J    ,H    ,11/13/22,    0 ,        ,00000000 ,ARVKDD     ,   6 ,11/19/22,                ,                ,,
      9887 ,HJ   ,J    ,H    ,11/13/22,    0 ,        ,00000000 ,ARVKDD     ,   6 ,11/19/22,                ,                ,,
      9888 ,HJ   ,J    ,H    ,11/14/22,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/19/22,                ,                ,,
      9889 ,HJ   ,J    ,H    ,11/14/22,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/19/22,                ,                ,,
