"ID","CBRD","SBRD","DBRD","BDAT","BRTHW","RPRO","GHDAT","Event","DIM","Date","Remark","Protocols","Technician",
      8466 ,H    ,H    ,H    ,05/23/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  59 ,07/21/21,                ,                ,,
      8471 ,H    ,H    ,H    ,05/25/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  57 ,07/21/21,                ,                ,,
      8472 ,H    ,H    ,H    ,05/26/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  56 ,07/21/21,                ,                ,,
      8473 ,H    ,H    ,H    ,05/26/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  56 ,07/21/21,                ,                ,,
      8475 ,H    ,H    ,H    ,05/26/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  56 ,07/21/21,                ,                ,,
      8476 ,H    ,H    ,H    ,05/27/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  55 ,07/21/21,                ,                ,,
      8477 ,H    ,H    ,H    ,05/27/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  55 ,07/21/21,                ,                ,,
      8479 ,H    ,H    ,H    ,05/28/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  54 ,07/21/21,                ,                ,,
      8480 ,H    ,H    ,H    ,05/28/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  54 ,07/21/21,                ,                ,,
      8481 ,H    ,H    ,H    ,05/29/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  53 ,07/21/21,                ,                ,,
      8482 ,H    ,H    ,H    ,05/29/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  53 ,07/21/21,                ,                ,,
      8483 ,H    ,H    ,H    ,05/29/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  53 ,07/21/21,                ,                ,,
      8484 ,H    ,H    ,H    ,05/29/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  53 ,07/21/21,                ,                ,,
      8485 ,H    ,H    ,H    ,05/29/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  53 ,07/21/21,                ,                ,,
      8486 ,H    ,H    ,H    ,05/29/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  53 ,07/21/21,                ,                ,,
      8487 ,H    ,H    ,H    ,05/29/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  53 ,07/21/21,                ,                ,,
      8488 ,H    ,H    ,H    ,05/30/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  52 ,07/21/21,                ,                ,,
      8489 ,H    ,H    ,H    ,05/30/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  52 ,07/21/21,                ,                ,,
      8490 ,H    ,H    ,H    ,05/31/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  51 ,07/21/21,                ,                ,,
      8491 ,H    ,H    ,H    ,05/31/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  51 ,07/21/21,                ,                ,,
      8492 ,H    ,H    ,H    ,05/31/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  51 ,07/21/21,                ,                ,,
      8493 ,H    ,H    ,H    ,05/31/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  51 ,07/21/21,                ,                ,,
      8494 ,H    ,H    ,H    ,06/01/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  50 ,07/21/21,                ,                ,,
      8495 ,H    ,H    ,H    ,06/01/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  50 ,07/21/21,                ,                ,,
      8496 ,H    ,H    ,H    ,06/01/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  50 ,07/21/21,                ,                ,,
      8497 ,H    ,H    ,H    ,06/02/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  49 ,07/21/21,                ,                ,,
      8499 ,H    ,H    ,H    ,06/02/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  49 ,07/21/21,                ,                ,,
      8500 ,H    ,H    ,H    ,06/02/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  49 ,07/21/21,                ,                ,,
      8501 ,H    ,H    ,H    ,06/02/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  49 ,07/21/21,                ,                ,,
      8502 ,H    ,H    ,H    ,06/02/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  49 ,07/21/21,                ,                ,,
      8503 ,H    ,H    ,H    ,06/02/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  49 ,07/21/21,                ,                ,,
      8504 ,H    ,H    ,H    ,06/02/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  49 ,07/21/21,                ,                ,,
      8505 ,H    ,H    ,H    ,06/03/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  48 ,07/21/21,                ,                ,,
      8506 ,H    ,H    ,H    ,06/03/21,    0 ,PREG    ,04/27/23,ARVKDD     ,  48 ,07/21/21,                ,                ,,
      8507 ,H    ,H    ,H    ,06/03/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  48 ,07/21/21,                ,                ,,
      8508 ,H    ,H    ,H    ,06/03/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  48 ,07/21/21,                ,                ,,
      8509 ,H    ,H    ,H    ,06/03/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  48 ,07/21/21,                ,                ,,
      8510 ,H    ,H    ,H    ,06/03/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  48 ,07/21/21,                ,                ,,
      8511 ,H    ,H    ,H    ,06/03/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  48 ,07/21/21,                ,                ,,
      8512 ,H    ,H    ,H    ,06/04/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  47 ,07/21/21,                ,                ,,
      8513 ,H    ,H    ,H    ,06/04/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  47 ,07/21/21,                ,                ,,
      8515 ,H    ,H    ,H    ,06/04/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  47 ,07/21/21,                ,                ,,
      8516 ,H    ,H    ,H    ,06/04/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  47 ,07/21/21,                ,                ,,
      8517 ,H    ,H    ,H    ,06/05/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  46 ,07/21/21,                ,                ,,
      8518 ,H    ,H    ,H    ,06/05/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  46 ,07/21/21,                ,                ,,
      8519 ,H    ,H    ,H    ,06/05/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  46 ,07/21/21,                ,                ,,
      8520 ,H    ,H    ,H    ,06/05/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  46 ,07/21/21,                ,                ,,
      8521 ,H    ,H    ,H    ,06/05/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  46 ,07/21/21,                ,                ,,
      8522 ,H    ,H    ,H    ,06/05/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  46 ,07/21/21,                ,                ,,
      8523 ,H    ,H    ,H    ,06/06/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  45 ,07/21/21,                ,                ,,
      8524 ,H    ,H    ,H    ,06/06/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  45 ,07/21/21,                ,                ,,
      8525 ,H    ,H    ,H    ,06/07/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  44 ,07/21/21,                ,                ,,
      8526 ,H    ,H    ,H    ,06/07/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  44 ,07/21/21,                ,                ,,
      8527 ,H    ,H    ,H    ,06/08/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  43 ,07/21/21,                ,                ,,
      8528 ,H    ,H    ,H    ,06/08/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  43 ,07/21/21,                ,                ,,
      8529 ,H    ,H    ,H    ,06/08/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  43 ,07/21/21,                ,                ,,
      8530 ,H    ,H    ,H    ,06/08/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  43 ,07/21/21,                ,                ,,
      8531 ,H    ,H    ,H    ,06/09/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  42 ,07/21/21,                ,                ,,
      8532 ,H    ,H    ,H    ,06/10/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  41 ,07/21/21,                ,                ,,
      8533 ,H    ,H    ,H    ,06/10/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  41 ,07/21/21,                ,                ,,
      8534 ,H    ,H    ,H    ,06/10/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  41 ,07/21/21,                ,                ,,
      8535 ,H    ,H    ,H    ,06/10/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  41 ,07/21/21,                ,                ,,
      8536 ,H    ,H    ,H    ,06/11/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  40 ,07/21/21,                ,                ,,
      8537 ,H    ,H    ,H    ,06/11/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  40 ,07/21/21,                ,                ,,
      8538 ,A    ,H    ,A    ,06/12/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  39 ,07/21/21,                ,                ,,
      8539 ,H    ,H    ,H    ,06/12/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  39 ,07/21/21,                ,                ,,
      8540 ,H    ,H    ,H    ,06/12/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  39 ,07/21/21,                ,                ,,
      8541 ,H    ,H    ,H    ,06/12/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  39 ,07/21/21,                ,                ,,
      8542 ,H    ,H    ,H    ,06/14/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  37 ,07/21/21,                ,                ,,
      8543 ,H    ,H    ,H    ,06/14/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  37 ,07/21/21,                ,                ,,
      8544 ,H    ,H    ,H    ,06/14/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  37 ,07/21/21,                ,                ,,
      8545 ,H    ,H    ,H    ,06/14/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  37 ,07/21/21,                ,                ,,
      8546 ,H    ,H    ,H    ,06/15/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  36 ,07/21/21,                ,                ,,
      8547 ,H    ,H    ,H    ,06/15/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  36 ,07/21/21,                ,                ,,
      8548 ,H    ,H    ,H    ,06/15/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  36 ,07/21/21,                ,                ,,
      8549 ,H    ,H    ,H    ,06/15/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  36 ,07/21/21,                ,                ,,
      8550 ,H    ,H    ,H    ,06/15/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  36 ,07/21/21,                ,                ,,
      8551 ,H    ,H    ,H    ,06/16/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  35 ,07/21/21,                ,                ,,
      8552 ,H    ,H    ,H    ,06/16/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  35 ,07/21/21,                ,                ,,
      8553 ,H    ,H    ,H    ,06/17/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  34 ,07/21/21,                ,                ,,
      8555 ,H    ,H    ,H    ,06/17/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  34 ,07/21/21,                ,                ,,
      8556 ,H    ,H    ,H    ,06/18/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  33 ,07/21/21,                ,                ,,
      8557 ,H    ,H    ,H    ,06/18/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  33 ,07/21/21,                ,                ,,
      8558 ,H    ,H    ,H    ,06/18/21,    0 ,PREG    ,05/04/23,ARVKDD     ,  33 ,07/21/21,                ,                ,,
      8559 ,H    ,H    ,H    ,06/18/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  33 ,07/21/21,                ,                ,,
      8560 ,H    ,H    ,H    ,06/18/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  33 ,07/21/21,                ,                ,,
      8561 ,H    ,H    ,H    ,06/19/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  32 ,07/21/21,                ,                ,,
      8562 ,H    ,H    ,H    ,06/20/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  31 ,07/21/21,                ,                ,,
      8563 ,H    ,H    ,H    ,06/20/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  31 ,07/21/21,                ,                ,,
      8564 ,H    ,H    ,H    ,06/21/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  30 ,07/21/21,                ,                ,,
      8565 ,H    ,H    ,H    ,06/22/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  29 ,07/21/21,                ,                ,,
      8566 ,H    ,H    ,H    ,06/22/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  29 ,07/21/21,                ,                ,,
      8567 ,H    ,H    ,H    ,06/22/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  29 ,07/21/21,                ,                ,,
      8568 ,H    ,H    ,H    ,06/23/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  28 ,07/21/21,                ,                ,,
      8569 ,H    ,H    ,H    ,06/23/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  28 ,07/21/21,                ,                ,,
      8570 ,H    ,H    ,H    ,06/23/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  28 ,07/21/21,                ,                ,,
      8571 ,H    ,H    ,H    ,06/24/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  27 ,07/21/21,                ,                ,,
      8572 ,H    ,H    ,H    ,06/24/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  27 ,07/21/21,                ,                ,,
      8573 ,H    ,H    ,H    ,06/24/21,    0 , SLD/DIE,03/30/23,ARVKDD     ,  27 ,07/21/21,                ,                ,,
      8574 ,H    ,H    ,H    ,06/25/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  26 ,07/21/21,                ,                ,,
      8575 ,H    ,H    ,H    ,06/25/21,    0 ,PREG    ,04/27/23,ARVKDD     ,  26 ,07/21/21,                ,                ,,
      8576 ,H    ,H    ,H    ,06/25/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  26 ,07/21/21,                ,                ,,
      8577 ,H    ,H    ,H    ,06/25/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  26 ,07/21/21,                ,                ,,
      8578 ,H    ,H    ,H    ,06/26/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  25 ,07/21/21,                ,                ,,
      8579 ,H    ,H    ,H    ,06/26/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  25 ,07/21/21,                ,                ,,
      8581 ,H    ,H    ,H    ,06/26/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  25 ,07/21/21,                ,                ,,
      8582 ,H    ,H    ,H    ,06/26/21,    0 ,PREG    ,02/09/23,ARVKDD     ,  25 ,07/21/21,                ,                ,,
      8583 ,H    ,H    ,H    ,06/27/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  24 ,07/21/21,                ,                ,,
      8584 ,H    ,H    ,H    ,06/27/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  24 ,07/21/21,                ,                ,,
      8585 ,H    ,H    ,H    ,06/28/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  23 ,07/21/21,                ,                ,,
      8586 ,H    ,H    ,H    ,06/28/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  23 ,07/21/21,                ,                ,,
      8587 ,H    ,H    ,H    ,06/29/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  22 ,07/21/21,                ,                ,,
      8588 ,H    ,H    ,H    ,06/29/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  22 ,07/21/21,                ,                ,,
      8589 ,H    ,H    ,H    ,06/29/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  22 ,07/21/21,                ,                ,,
      8590 ,H    ,H    ,H    ,06/29/21,    0 ,PREG    ,04/27/23,ARVKDD     ,  22 ,07/21/21,                ,                ,,
      8591 ,H    ,H    ,H    ,06/29/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  22 ,07/21/21,                ,                ,,
      8592 ,H    ,H    ,H    ,06/30/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  21 ,07/21/21,                ,                ,,
      8593 ,H    ,H    ,H    ,06/30/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  21 ,07/21/21,                ,                ,,
      8594 ,H    ,H    ,H    ,06/30/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  21 ,07/21/21,                ,                ,,
      8595 ,H    ,H    ,H    ,06/30/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  21 ,07/21/21,                ,                ,,
      8596 ,H    ,H    ,H    ,06/30/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  21 ,07/21/21,                ,                ,,
      8597 ,H    ,H    ,H    ,07/01/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  20 ,07/21/21,                ,                ,,
      8598 ,H    ,H    ,H    ,07/01/21,    0 ,PREG    ,04/27/23,ARVKDD     ,  20 ,07/21/21,                ,                ,,
      8599 ,H    ,H    ,H    ,06/30/21,    0 ,PREG    ,05/04/23,ARVKDD     ,  21 ,07/21/21,                ,                ,,
      8600 ,H    ,H    ,H    ,07/01/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  20 ,07/21/21,                ,                ,,
      8601 ,H    ,H    ,H    ,07/02/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  19 ,07/21/21,                ,                ,,
      8602 ,H    ,H    ,H    ,07/02/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  19 ,07/21/21,                ,                ,,
      8603 ,H    ,H    ,H    ,07/03/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  18 ,07/21/21,                ,                ,,
      8604 ,H    ,H    ,H    ,07/03/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  18 ,07/21/21,                ,                ,,
      8605 ,H    ,H    ,H    ,07/05/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  16 ,07/21/21,                ,                ,,
      8606 ,H    ,H    ,H    ,07/05/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  24 ,07/29/21,                ,                ,,
      8607 ,H    ,H    ,H    ,07/05/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  16 ,07/21/21,                ,                ,,
      8608 ,H    ,H    ,H    ,07/06/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  15 ,07/21/21,                ,                ,,
      8609 ,H    ,H    ,H    ,07/07/21,    0 ,PREG    ,04/27/23,ARVKDD     ,  22 ,07/29/21,                ,                ,,
      8610 ,H    ,H    ,H    ,07/09/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  12 ,07/21/21,                ,                ,,
      8611 ,H    ,H    ,H    ,07/07/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  14 ,07/21/21,                ,                ,,
      8612 ,H    ,H    ,H    ,07/08/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  13 ,07/21/21,                ,                ,,
      8614 ,H    ,H    ,H    ,07/09/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  12 ,07/21/21,                ,                ,,
      8615 ,H    ,H    ,H    ,07/10/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  11 ,07/21/21,                ,                ,,
      8616 ,H    ,H    ,H    ,07/10/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  11 ,07/21/21,                ,                ,,
      8617 ,H    ,H    ,H    ,07/10/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  11 ,07/21/21,                ,                ,,
      8618 ,H    ,H    ,H    ,07/10/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  11 ,07/21/21,                ,                ,,
      8619 ,H    ,H    ,H    ,07/10/21,    0 ,PREG    ,03/02/23,ARVKDD     ,  11 ,07/21/21,                ,                ,,
      8620 ,H    ,H    ,H    ,07/10/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  11 ,07/21/21,                ,                ,,
      8621 ,H    ,H    ,H    ,07/11/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  10 ,07/21/21,                ,                ,,
      8623 ,H    ,H    ,H    ,07/13/21,    0 ,PREG    ,03/17/23,ARVKDD     ,   8 ,07/21/21,                ,                ,,
      8624 ,H    ,H    ,H    ,07/13/21,    0 ,PREG    ,05/02/23,ARVKDD     ,   8 ,07/21/21,                ,                ,,
      8625 ,H    ,H    ,H    ,07/14/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   7 ,07/21/21,                ,                ,,
      8626 ,H    ,H    ,H    ,07/14/21,    0 ,PREG    ,03/02/23,ARVKDD     ,   7 ,07/21/21,                ,                ,,
      8627 ,H    ,H    ,H    ,07/15/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   6 ,07/21/21,                ,                ,,
      8628 ,H    ,H    ,H    ,07/15/21,    0 ,PREG    ,03/17/23,ARVKDD     ,   6 ,07/21/21,                ,                ,,
      8629 ,H    ,H    ,H    ,07/15/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   6 ,07/21/21,                ,                ,,
      8630 ,H    ,H    ,H    ,07/16/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   5 ,07/21/21,                ,                ,,
      8631 ,H    ,H    ,H    ,07/16/21,    0 ,PREG    ,03/17/23,ARVKDD     ,   5 ,07/21/21,                ,                ,,
      8632 ,H    ,H    ,H    ,07/17/21,    0 ,PREG    ,03/17/23,ARVKDD     ,   4 ,07/21/21,                ,                ,,
      8633 ,H    ,H    ,H    ,07/17/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  12 ,07/29/21,                ,                ,,
      8634 ,H    ,H    ,H    ,07/18/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  11 ,07/29/21,                ,                ,,
      8635 ,H    ,H    ,H    ,07/18/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  11 ,07/29/21,                ,                ,,
      8636 ,H    ,H    ,H    ,07/19/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  10 ,07/29/21,                ,                ,,
      8637 ,H    ,H    ,H    ,07/19/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  10 ,07/29/21,                ,                ,,
      8639 ,H    ,H    ,H    ,07/19/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  10 ,07/29/21,                ,                ,,
      8641 ,H    ,H    ,H    ,07/20/21,    0 ,PREG    ,03/17/23,ARVKDD     ,   9 ,07/29/21,                ,                ,,
      8643 ,H    ,H    ,H    ,07/21/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   8 ,07/29/21,                ,                ,,
      8646 ,H    ,H    ,H    ,07/21/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   8 ,07/29/21,                ,                ,,
      8647 ,H    ,H    ,H    ,07/22/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   7 ,07/29/21,                ,                ,,
      8648 ,H    ,H    ,H    ,07/22/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   7 ,07/29/21,                ,                ,,
      8649 ,H    ,H    ,H    ,07/22/21,    0 ,PREG    ,03/17/23,ARVKDD     ,   7 ,07/29/21,                ,                ,,
      8650 ,H    ,H    ,H    ,07/23/21,    0 ,PREG    ,03/17/23,ARVKDD     ,   6 ,07/29/21,                ,                ,,
      8651 ,H    ,H    ,H    ,07/23/21,    0 ,PREG    ,03/17/23,ARVKDD     ,   6 ,07/29/21,                ,                ,,
      8652 ,H    ,H    ,H    ,07/24/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   5 ,07/29/21,                ,                ,,
      8653 ,H    ,H    ,H    ,07/24/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   5 ,07/29/21,                ,                ,,
      8654 ,H    ,H    ,H    ,07/24/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   5 ,07/29/21,                ,                ,,
      8655 ,H    ,H    ,H    ,07/25/21,    0 ,PREG    ,04/27/23,ARVKDD     ,   4 ,07/29/21,                ,                ,,
      8656 ,H    ,H    ,H    ,07/25/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   4 ,07/29/21,                ,                ,,
      8657 ,H    ,H    ,H    ,07/26/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   3 ,07/29/21,                ,                ,,
      8658 ,H    ,H    ,H    ,07/26/21,    0 ,PREG    ,04/27/23,ARVKDD     ,   3 ,07/29/21,                ,                ,,
      8659 ,H    ,H    ,H    ,07/27/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   2 ,07/29/21,                ,                ,,
      8660 ,H    ,H    ,H    ,07/27/21,    0 ,PREG    ,03/17/23,ARVKDD     ,   2 ,07/29/21,                ,                ,,
      8661 ,H    ,H    ,H    ,07/27/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  11 ,08/07/21,                ,                ,,
      8662 ,H    ,H    ,H    ,07/27/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  11 ,08/07/21,                ,                ,,
      8663 ,H    ,H    ,H    ,07/27/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  11 ,08/07/21,                ,                ,,
      8664 ,H    ,H    ,H    ,07/27/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  11 ,08/07/21,                ,                ,,
      8665 ,H    ,H    ,H    ,07/28/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  10 ,08/07/21,                ,                ,,
      8666 ,H    ,H    ,H    ,07/28/21,    0 ,PREG    ,03/17/23,ARVKDD     ,  10 ,08/07/21,                ,                ,,
      8667 ,H    ,     ,-    ,07/30/21,    0 ,PREG    ,04/27/23,ARVKDD     ,   8 ,08/07/21,                ,                ,,
      8668 ,H    ,H    ,H    ,07/31/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   7 ,08/07/21,                ,                ,,
      8669 ,H    ,H    ,H    ,07/31/21,    0 ,PREG    ,03/17/23,ARVKDD     ,   7 ,08/07/21,                ,                ,,
      8670 ,H    ,H    ,H    ,07/31/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   7 ,08/07/21,                ,                ,,
      8671 ,H    ,H    ,H    ,08/01/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   6 ,08/07/21,                ,                ,,
      8672 ,H    ,H    ,H    ,08/01/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   6 ,08/07/21,                ,                ,,
      8673 ,H    ,H    ,H    ,08/02/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   5 ,08/07/21,                ,                ,,
      8674 ,H    ,H    ,H    ,08/02/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   5 ,08/07/21,                ,                ,,
      8675 ,H    ,H    ,H    ,08/02/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   5 ,08/07/21,                ,                ,,
      8676 ,H    ,H    ,H    ,08/02/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   5 ,08/07/21,                ,                ,,
      8677 ,H    ,H    ,H    ,08/02/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   5 ,08/07/21,                ,                ,,
      8678 ,H    ,H    ,H    ,08/02/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   5 ,08/07/21,                ,                ,,
      8679 ,H    ,H    ,H    ,08/03/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   4 ,08/07/21,                ,                ,,
      8680 ,H    ,LM   ,H    ,08/04/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   3 ,08/07/21,                ,                ,,
      8681 ,H    ,     ,-    ,08/06/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   8 ,08/14/21,                ,                ,,
      8683 ,H    ,H    ,H    ,08/05/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   9 ,08/14/21,                ,                ,,
      8684 ,H    ,H    ,H    ,08/06/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   8 ,08/14/21,                ,                ,,
