"ID","OLDID","PEN","CBRD","AGE","BDAT","EDAT","NOTE","SBRD","DBRD","FDAT","AGEFR","ARDAT","RPRO","EVT","REM","DINCU","DIM","LACT","WMK1","WMK4","WMK8","ME305","EC305","MILK","TDAT","SCC","LGSCC","LOG1","LSC2","XMAST","XSICK","ORGIN",
      8556 ,         0 ,    78 ,H    ,  2-5 ,06/18/21,06/18/21,-         ,H    ,H    ,06/18/23, 1-11 ,       - ,PREG    ,PREG    ,36DAYS           ,    5 ,  171 ,   1 ,    9 ,   44 ,   52 ,18310 ,20370 ,    41 ,11/27/23,    64 ,  2.4 , 1.5 , 1.7 ,    1 ,    1 ,KDD   ,
      8558 ,         0 ,    79 ,H    ,  2-5 ,06/18/21,06/18/21,-         ,H    ,H    ,09/15/23,  2-2 ,       - ,FRESH   ,MOVE    ,F0076T0079       ,   17 ,   82 ,   1 ,   42 ,   58 ,   80 ,24560 ,30650 ,    76 ,11/27/23,  1367 ,  6.8 , 7.6 , 0.6 ,    1 ,    1 ,KDD   ,
      8565 ,         0 ,    78 ,H    ,  2-5 ,06/22/21,06/22/21,-         ,H    ,H    ,06/04/23, 1-11 ,       - ,PREG    ,PREG    ,33DAYS           ,    8 ,  185 ,   1 ,   22 ,   86 ,   98 ,32000 ,33690 ,    83 ,11/27/23,    23 ,  0.9 , 3.5 , 1.0 ,    0 ,    0 ,KDD   ,
      8566 ,         0 ,    73 ,H    ,  2-5 ,06/22/21,06/22/21,-         ,H    ,H    ,04/22/23,  1-9 ,       - ,PREG    ,PREG    ,65DAYS           ,    5 ,  228 ,   1 ,   42 ,   51 ,   61 ,26000 ,29150 ,    69 ,11/27/23,   394 ,  5.0 , 3.4 , 8.8 ,    0 ,    0 ,KDD   ,
      8567 ,         0 ,    73 ,H    ,  2-5 ,06/22/21,06/22/21,-         ,H    ,H    ,04/18/23,  1-9 ,       - ,PREG    ,PREG    ,66DAYS           ,   15 ,  232 ,   1 ,   59 ,   68 ,   91 ,25590 ,29310 ,    56 ,11/27/23,   772 ,  6.0 , 2.7 , 2.9 ,    0 ,    0 ,KDD   ,
      8568 ,         0 ,    78 ,H    ,  2-5 ,06/23/21,06/23/21,-         ,H    ,H    ,06/17/23, 1-11 ,       - ,PREG    ,FOOTRIM ,NONE             ,   11 ,  172 ,   1 ,   19 ,   67 ,   91 ,31200 ,29290 ,    91 ,11/27/23,  1031 ,  6.4 , 3.4 , 1.0 ,    0 ,    0 ,KDD   ,
      8569 ,         0 ,    73 ,H    ,  2-5 ,06/23/21,06/23/21,-         ,H    ,H    ,04/28/23, 1-10 ,       - ,PREG    ,PREG    ,38DAYS           ,   11 ,  222 ,   1 ,   37 ,   55 ,   67 ,22980 ,27420 ,    54 ,11/27/23,   468 ,  5.2 , 1.4 , 2.0 ,    1 ,    2 ,KDD   ,
      8570 ,         0 ,    73 ,H    ,  2-5 ,06/23/21,06/23/21,-         ,H    ,H    ,04/21/23,  1-9 ,       - ,PREG    ,FOOTRIM ,NONE             ,    4 ,  229 ,   1 ,   33 ,   50 ,   76 ,26970 ,30400 ,    72 ,11/27/23,     9 ,  0.1 ,   0 , 1.3 ,    0 ,    0 ,KDD   ,
      8571 ,         0 ,     1 ,H    ,  2-0 ,06/24/21,06/24/21,-         ,H    ,H    ,06/02/23, 1-11 ,06/28/23, SLD/DIE,SOLD    ,LAME             ,    4 ,   26 ,   1 ,   44 ,   39 ,    0 ,19040 ,20770 ,    41 ,06/26/23,    44 ,  1.8 , 1.8 ,   0 ,    0 ,    1 ,-     ,
      8575 ,         0 ,    77 ,H    ,  2-5 ,06/25/21,06/25/21,-         ,H    ,H    ,08/09/23,  2-1 ,       - ,BRED    ,BRED    ,14:59            ,   50 ,  119 ,   1 ,   43 ,   79 ,   73 ,25500 ,30030 ,    52 ,11/27/23,   716 ,  5.8 , 6.6 , 4.7 ,    1 ,    2 ,KDD   ,
      8576 ,         0 ,    74 ,H    ,  2-5 ,06/25/21,06/25/21,-         ,H    ,H    ,05/07/23, 1-10 ,       - ,PREG    ,FOOTRIM ,NONE             ,    6 ,  213 ,   1 ,   45 ,   58 ,   54 ,23780 ,24310 ,    71 ,11/27/23,    18 ,  0.5 ,   0 , 5.0 ,    0 ,    0 ,KDD   ,
      8577 ,         0 ,    10 ,H    , 1-10 ,06/25/21,06/25/21,-         ,H    ,H    ,05/09/23, 1-10 ,05/24/23, SLD/DIE,DIED    ,INFC.            ,    8 ,   15 ,   1 ,   41 ,    0 ,    0 ,21650 ,21880 ,    46 ,05/23/23,     0 ,    0 ,   0 ,   0 ,    0 ,    2 ,-     ,
      8579 ,         0 ,    78 ,H    ,  2-5 ,06/26/21,06/26/21,-         ,H    ,H    ,06/27/23, 1-11 ,       - ,PREG    ,PREG    ,70DAYS           ,   14 ,  162 ,   1 ,   37 ,   79 ,   93 ,29200 ,29270 ,    88 ,11/27/23,     3 ,  0.1 , 1.2 , 0.1 ,    0 ,    0 ,KDD   ,
      8580 ,         0 ,    10 ,H    , 1-11 ,06/26/21,12/22/21,-         ,H    ,H    ,05/23/23, 1-10 ,06/06/23, SLD/DIE,DIED    ,LAME.FRACTURE    ,    4 ,   14 ,   1 ,   40 ,    0 ,    0 ,21710 ,21940 ,     0 ,       - ,     0 ,    0 ,   0 ,   0 ,    0 ,    0 ,-     ,
      8581 ,         0 ,    78 ,H    ,  2-5 ,06/26/21,06/26/21,-         ,H    ,H    ,06/05/23, 1-11 ,       - ,PREG    ,FOOTRIM ,NONE             ,    7 ,  184 ,   1 ,   29 ,   69 ,   80 ,31540 ,31120 ,    88 ,11/27/23,   188 ,  3.9 , 1.4 , 2.1 ,    0 ,    0 ,KDD   ,
      8584 ,         0 ,    78 ,H    ,  2-5 ,06/27/21,06/27/21,-         ,H    ,H    ,06/19/23, 1-11 ,       - ,PREG    ,FOOTRIM ,NONE             ,    6 ,  170 ,   1 ,   14 ,   50 ,   77 ,25460 ,26810 ,    68 ,11/27/23,   189 ,  3.9 ,   0 , 3.0 ,    0 ,    0 ,KDD   ,
      8585 ,         0 ,    78 ,H    ,  2-2 ,06/28/21,06/28/21,-         ,H    ,H    ,07/08/23,  2-0 ,09/13/23, SLD/DIE,SOLD    ,STAPH            ,   12 ,   67 ,   1 ,   34 ,   65 ,   80 ,25810 ,28000 ,    81 ,08/29/23,   987 ,  6.3 , 3.8 , 6.3 ,    0 ,    0 ,KDD   ,
      8586 ,         0 ,    73 ,H    ,  2-5 ,06/28/21,06/28/21,-         ,H    ,H    ,04/18/23,  1-9 ,       - ,PREG    ,PREG    ,71DAYS           ,    0 ,  232 ,   1 ,   47 ,   72 ,   84 ,28890 ,30840 ,    71 ,11/27/23,   275 ,  4.4 , 3.4 , 4.4 ,    0 ,    0 ,KDD   ,
      8587 ,         0 ,    74 ,H    ,  2-5 ,06/29/21,06/29/21,-         ,H    ,H    ,05/06/23, 1-10 ,       - ,PREG    ,FOOTRIM ,NONE             ,   12 ,  214 ,   1 ,   40 ,   75 ,   84 ,25660 ,29110 ,    64 ,11/27/23,   536 ,  5.4 ,   0 , 1.2 ,    0 ,    0 ,KDD   ,
      8588 ,         0 ,    74 ,H    ,  2-5 ,06/29/21,06/29/21,-         ,H    ,H    ,05/04/23, 1-10 ,       - ,PREG    ,FOOTRIM ,NONE             ,   10 ,  216 ,   1 ,   32 ,   56 ,   53 ,21320 ,24080 ,    44 ,11/27/23,   168 ,  3.8 ,   0 , 4.9 ,    0 ,    0 ,KDD   ,
      8589 ,         0 ,    73 ,H    ,  2-2 ,06/29/21,06/29/21,-         ,H    ,H    ,04/19/23,  1-9 ,09/06/23, SLD/DIE,SOLD    ,STAPH            ,    9 ,  140 ,   1 ,   44 ,   72 ,   80 ,27760 ,29070 ,    70 ,08/29/23,   691 ,  5.8 , 3.7 , 2.3 ,    0 ,    0 ,KDD   ,
      8590 ,         0 ,    77 ,H    ,  2-5 ,06/29/21,06/29/21,-         ,H    ,H    ,08/13/23,  2-1 ,       - ,PREG    ,PREG    ,36DAYS           ,   15 ,  115 ,   1 ,   45 ,   80 ,   94 ,28680 ,31040 ,    80 ,11/27/23,    32 ,  1.4 ,   0 , 1.3 ,    0 ,    0 ,KDD   ,
      8591 ,         0 ,    77 ,H    ,  2-5 ,06/29/21,06/29/21,-         ,H    ,H    ,07/15/23,  2-0 ,       - ,PREG    ,PREG    ,70DAYS           ,   57 ,  144 ,   1 ,   55 ,   74 ,   73 ,25870 ,30200 ,    69 ,11/27/23,  5858 ,  8.8 , 6.4 , 3.8 ,    1 ,    1 ,KDD   ,
      8594 ,         0 ,    74 ,H    ,  2-5 ,06/30/21,06/30/21,-         ,H    ,H    ,05/02/23, 1-10 ,       - ,PREG    ,FOOTRIM ,NONE             ,    8 ,  218 ,   1 ,   61 ,   81 ,  105 ,31730 ,33460 ,    75 ,11/27/23,     9 ,  0.1 , 0.1 , 0.1 ,    0 ,    0 ,KDD   ,
      8595 ,         0 ,    78 ,H    ,  2-5 ,06/30/21,06/30/21,-         ,H    ,H    ,06/12/23, 1-11 ,       - ,PREG    ,FOOTRIM ,NONE             ,   24 ,  177 ,   1 ,   54 ,   79 ,   91 ,28520 ,31390 ,    66 ,11/27/23,   192 ,  4.0 , 4.2 , 8.4 ,    0 ,    0 ,KDD   ,
      8596 ,         0 ,    77 ,H    ,  2-5 ,06/30/21,06/30/21,-         ,H    ,H    ,07/11/23,  2-0 ,       - ,PREG    ,FOOTRIM ,NONE             ,   28 ,  148 ,   1 ,   45 ,   80 ,   76 ,32700 ,32550 ,    93 ,11/27/23,    23 ,  0.9 , 2.6 , 5.8 ,    0 ,    0 ,KDD   ,
      8597 ,         0 ,    78 ,H    ,  2-5 ,07/01/21,07/01/21,-         ,H    ,H    ,06/25/23, 1-11 ,       - ,BRED    ,HEAT    ,08:59            ,   12 ,  164 ,   1 ,   45 ,   56 ,   72 ,22530 ,24590 ,    63 ,11/27/23,  9760 ,  9.6 , 4.5 , 1.3 ,    0 ,    0 ,KDD   ,
      8598 ,         0 ,    77 ,H    ,  2-5 ,07/01/21,07/01/21,-         ,H    ,H    ,08/17/23,  2-1 ,       - ,BRED    ,BRED    ,NONE             ,   19 ,  111 ,   1 ,   43 ,   71 ,   91 ,32600 ,31890 ,    96 ,11/27/23,    23 ,  0.9 , 5.4 , 1.6 ,    1 ,    1 ,KDD   ,
      8599 ,         0 ,    76 ,H    ,  2-5 ,06/30/21,07/15/21,-         ,H    ,H    ,09/07/23,  2-2 ,       - ,FRESH   ,FOOTRIM ,NONE             ,   65 ,   90 ,   1 ,   56 ,   73 ,   88 ,28460 ,29460 ,    87 ,11/27/23,  5228 ,  8.7 , 1.3 , 3.0 ,    1 ,    1 ,KDD   ,
      8600 ,         0 ,     7 ,H    ,  2-5 ,07/01/21,07/01/21,-         ,H    ,H    ,05/06/23, 1-10 ,       - ,PREG    ,FOOTRIM ,NONE             ,   19 ,  214 ,   1 ,   21 ,   49 ,   52 ,23940 ,29190 ,    73 ,11/27/23,    18 ,  0.5 ,   0 ,   0 ,    0 ,    3 ,KDD   ,
      8601 ,         0 ,    73 ,H    ,  2-5 ,07/02/21,07/02/21,-         ,H    ,H    ,04/22/23,  1-9 ,       - ,PREG    ,PREG    ,69DAYS           ,    0 ,  228 ,   1 ,   41 ,   72 ,   65 ,31740 ,30320 ,    80 ,11/27/23,   311 ,  4.6 , 4.0 , 1.3 ,    0 ,    0 ,KDD   ,
      8602 ,         0 ,    74 ,H    ,  2-5 ,07/02/21,07/02/21,-         ,H    ,H    ,04/25/23,  1-9 ,       - ,PREG    ,PREG    ,65DAYS           ,    8 ,  225 ,   1 ,   42 ,   31 ,   74 ,32000 ,28470 ,    92 ,11/27/23,    12 ,  0.1 , 1.0 , 0.8 ,    0 ,    0 ,KDD   ,
      8603 ,         0 ,    73 ,H    ,  2-5 ,07/03/21,07/03/21,-         ,H    ,H    ,04/21/23,  1-9 ,       - ,PREG    ,PREG    ,65DAYS           ,    0 ,  229 ,   1 ,   57 ,   77 ,   86 ,37660 ,37640 ,   102 ,11/27/23,    11 ,  0.1 , 4.2 , 1.2 ,    0 ,    0 ,KDD   ,
      8604 ,         0 ,    74 ,H    ,  2-5 ,07/03/21,07/13/21,-         ,H    ,H    ,05/01/23,  1-9 ,       - ,PREG    ,PREG    ,69DAYS           ,    7 ,  219 ,   1 ,   37 ,   53 ,   71 ,21820 ,23810 ,    53 ,11/27/23,    24 ,  1.0 , 3.9 , 2.1 ,    0 ,    0 ,KDD   ,
      8607 ,         0 ,    74 ,H    , 1-11 ,07/05/21,07/05/21,-         ,H    ,H    ,05/05/23,  1-9 ,06/15/23, SLD/DIE,SOLD    ,MYCO             ,    4 ,   41 ,   1 ,   41 ,   50 ,    0 ,21480 ,21710 ,    43 ,05/23/23,     0 ,    0 ,   0 ,   0 ,    1 ,    1 ,-     ,
      8608 ,         0 ,    74 ,H    ,  2-4 ,07/06/21,07/06/21,-         ,H    ,H    ,05/12/23, 1-10 ,       - ,PREG    ,PREG    ,TWINS            ,   11 ,  208 ,   1 ,   44 ,   36 ,   59 ,22480 ,24420 ,    67 ,11/27/23,    21 ,  0.8 , 4.3 , 4.1 ,    0 ,    0 ,KDD   ,
      8609 ,         0 ,    77 ,H    ,  2-4 ,07/07/21,07/07/21,-         ,H    ,H    ,08/09/23,  2-1 ,       - ,PREG    ,PREG    ,TWINS            ,   44 ,  119 ,   1 ,   42 ,   67 ,   80 ,27520 ,30590 ,    74 ,11/27/23,    25 ,  1.0 , 6.8 , 3.3 ,    0 ,    1 ,KDD   ,
      8611 ,         0 ,    74 ,H    ,  2-4 ,07/07/21,07/07/21,-         ,H    ,H    ,04/23/23,  1-9 ,       - ,NO BRED ,DNB     ,LUT              ,    0 ,  227 ,   1 ,   58 ,   80 ,   99 ,29000 ,32190 ,    74 ,11/27/23,    95 ,  2.9 , 4.4 , 2.1 ,    0 ,    1 ,KDD   ,
      8612 ,         0 ,    78 ,H    ,  2-4 ,07/08/21,07/08/21,-         ,H    ,H    ,05/29/23, 1-10 ,       - ,PREG    ,PREG    ,67DAYS           ,   17 ,  191 ,   1 ,   41 ,   58 ,   70 ,26000 ,30430 ,    62 ,11/27/23,    38 ,  1.6 , 0.4 , 3.8 ,    1 ,    3 ,KDD   ,
      8614 ,         0 ,    78 ,H    ,  2-4 ,07/09/21,07/09/21,-         ,H    ,H    ,06/28/23, 1-11 ,       - ,BRED    ,LAME    ,TRMHRH/B,    8 ,  161 ,   1 ,   25 ,   43 ,   67 ,20420 ,22110 ,    53 ,11/27/23,    23 ,  0.9 , 3.7 , 2.1 ,    0 ,    0 ,KDD   ,
      8615 ,         0 ,    74 ,H    ,  2-4 ,07/10/21,07/10/21,-         ,H    ,H    ,05/14/23, 1-10 ,       - ,PREG    ,FOOTRIM ,NONE             ,    6 ,  206 ,   1 ,   49 ,   66 ,   79 ,25020 ,27790 ,    65 ,11/27/23,    10 ,  0.1 ,   0 , 0.5 ,    0 ,    0 ,KDD   ,
      8616 ,         0 ,    78 ,H    ,  2-4 ,07/10/21,07/10/21,-         ,H    ,H    ,05/24/23, 1-10 ,       - ,PREG    ,PREG    ,32DAYS           ,   12 ,  196 ,   1 ,   40 ,   64 ,   60 ,29860 ,32070 ,    88 ,11/27/23,    29 ,  1.2 , 4.0 , 1.4 ,    0 ,    1 ,KDD   ,
      8617 ,         0 ,    78 ,H    ,  2-4 ,07/10/21,07/10/21,-         ,H    ,H    ,06/15/23, 1-11 ,       - ,BRED    ,FOOTRIM ,NONE             ,   24 ,  174 ,   1 ,   43 ,   78 ,   82 ,32750 ,32760 ,    82 ,11/27/23,    45 ,  1.8 , 1.8 , 4.0 ,    1 ,    1 ,KDD   ,
      8618 ,         0 ,    74 ,H    ,  2-4 ,07/10/21,07/10/21,-         ,H    ,H    ,05/10/23,  1-9 ,       - ,PREG    ,FOOTRIM ,NONE             ,    9 ,  210 ,   1 ,   40 ,   36 ,   53 ,23550 ,22820 ,    72 ,11/27/23,    61 ,  2.3 , 3.7 , 2.8 ,    0 ,    0 ,KDD   ,
      8619 ,         0 ,    74 ,H    ,  2-4 ,07/10/21,07/10/21,-         ,H    ,H    ,05/02/23,  1-9 ,       - ,PREG    ,FOOTRIM ,NONE             ,    0 ,  218 ,   1 ,   30 ,   56 ,   73 ,29190 ,31840 ,    76 ,11/27/23,    44 ,  1.8 , 2.1 , 2.6 ,    0 ,    0 ,KDD   ,
      8620 ,         0 ,    78 ,H    ,  2-4 ,07/10/21,07/10/21,-         ,H    ,H    ,06/24/23, 1-11 ,       - ,PREG    ,PREG    ,65DAYS           ,   18 ,  165 ,   1 ,   42 ,   65 ,   84 ,28480 ,27910 ,    79 ,11/27/23,  1154 ,  6.5 , 4.8 , 2.4 ,    0 ,    0 ,KDD   ,
      8621 ,         0 ,    78 ,H    ,  2-2 ,07/11/21,07/11/21,-         ,H    ,H    ,05/29/23, 1-10 ,10/05/23, SLD/DIE,SOLD    ,LAME             ,   17 ,  129 ,   1 ,   25 ,   26 ,   29 ,11300 ,14180 ,    35 ,09/25/23,  4286 ,  8.4 , 5.2 , 1.7 ,    1 ,    2 ,KDD   ,
      8623 ,         0 ,    74 ,H    ,  2-4 ,07/13/21,07/13/21,-         ,H    ,H    ,05/25/23, 1-10 ,       - ,NO BRED ,LAME    ,  TRMH/B,   17 ,  195 ,   1 ,   32 ,   59 ,   86 ,29950 ,30050 ,    92 ,11/27/23,    36 ,  1.5 , 6.1 , 6.3 ,    0 ,    1 ,KDD   ,
      8624 ,         0 ,    78 ,H    ,  2-4 ,07/13/21,07/13/21,-         ,H    ,H    ,07/07/23, 1-11 ,       - ,PREG    ,PREG    ,68DAYS           ,   17 ,  152 ,   1 ,   39 ,   64 ,   70 ,26450 ,30050 ,    69 ,11/27/23,    31 ,  1.3 , 1.0 , 0.8 ,    0 ,    0 ,KDD   ,
      8625 ,         0 ,     1 ,H    ,  2-1 ,07/14/21,07/14/21,-         ,H    ,H    ,07/19/23,  2-0 ,08/23/23, SLD/DIE,SOLD    ,RESP             ,   61 ,   35 ,   1 ,   43 ,   56 ,    0 ,21290 ,21520 ,     0 ,       - ,     0 ,    0 ,   0 ,   0 ,    0 ,    1 ,-     ,
      8626 ,         0 ,    74 ,H    ,  2-4 ,07/14/21,07/14/21,-         ,H    ,H    ,04/30/23,  1-9 ,       - ,PREG    ,FOOTRIM ,NONE             ,    0 ,  220 ,   1 ,   44 ,   61 ,   69 ,27500 ,27420 ,    78 ,11/27/23,     8 ,  0.1 , 1.4 , 0.1 ,    0 ,    0 ,KDD   ,
      8628 ,         0 ,    74 ,H    ,  2-4 ,07/15/21,07/15/21,-         ,H    ,H    ,05/13/23,  1-9 ,       - ,NO BRED ,FOOTRIM ,NONE             ,   12 ,  207 ,   1 ,   33 ,   57 ,   77 ,24350 ,28870 ,    66 ,11/27/23,  1547 ,  7.0 , 5.8 , 1.2 ,    0 ,    0 ,KDD   ,
      8629 ,         0 ,    78 ,H    , 1-11 ,07/15/21,07/15/21,-         ,H    ,H    ,05/29/23, 1-10 ,07/11/23, SLD/DIE,SOLD    ,STAPH            ,   10 ,   43 ,   1 ,   30 ,   56 ,    0 ,17990 ,17530 ,    52 ,06/26/23,   589 ,  5.5 , 5.5 ,   0 ,    1 ,    3 ,-     ,
      8631 ,         0 ,    74 ,H    ,  2-4 ,07/16/21,07/16/21,-         ,H    ,H    ,05/10/23,  1-9 ,       - ,BRED    ,LAME    ,TRMHLH/B,    9 ,  210 ,   1 ,   58 ,   81 ,   91 ,29990 ,32460 ,    73 ,11/27/23,   349 ,  4.8 ,   0 , 1.4 ,    1 ,    1 ,KDD   ,
      8632 ,         0 ,    74 ,H    ,  2-4 ,07/17/21,07/17/21,-         ,H    ,H    ,05/13/23,  1-9 ,       - ,BRED    ,BRED    ,10:59            ,    5 ,  207 ,   1 ,   32 ,   64 ,   66 ,24290 ,25640 ,    49 ,11/27/23,  2892 ,  7.8 , 1.1 , 1.1 ,    0 ,    0 ,KDD   ,
      8633 ,         0 ,    78 ,H    ,  2-4 ,07/17/21,07/17/21,-         ,H    ,H    ,05/31/23, 1-10 ,       - ,PREG    ,FOOTRIM ,NONE             ,    4 ,  189 ,   1 ,   47 ,   34 ,   47 ,26010 ,28680 ,    80 ,11/27/23,    50 ,  2.0 , 2.8 , 6.4 ,    0 ,    0 ,KDD   ,
      8634 ,         0 ,    74 ,H    ,  2-4 ,07/18/21,07/18/21,-         ,H    ,H    ,05/14/23,  1-9 ,       - ,PREG    ,FOOTRIM ,NONE             ,    6 ,  206 ,   1 ,   45 ,   67 ,   85 ,25710 ,30070 ,    62 ,11/27/23,   422 ,  5.1 ,   0 , 0.1 ,    0 ,    0 ,KDD   ,
      8635 ,         0 ,    73 ,H    ,  2-4 ,07/18/21,07/18/21,-         ,H    ,H    ,05/22/23, 1-10 ,       - ,BRED    ,BRED    ,LUT              ,   10 ,  198 ,   1 ,   56 ,   77 ,   70 ,25190 ,27660 ,    66 ,11/27/23,   734 ,  5.8 , 1.9 , 6.6 ,    1 ,    1 ,KDD   ,
      8636 ,         0 ,    78 ,H    ,  2-4 ,07/19/21,07/19/21,-         ,H    ,H    ,06/26/23, 1-11 ,       - ,PREG    ,PREG    ,69DAYS           ,   20 ,  163 ,   1 ,   45 ,   80 ,   67 ,28190 ,29330 ,    77 ,11/27/23,   128 ,  3.4 , 4.1 , 6.7 ,    1 ,    1 ,KDD   ,
      8637 ,         0 ,    74 ,H    ,  2-4 ,07/19/21,07/19/21,-         ,H    ,H    ,05/21/23, 1-10 ,       - ,PREG    ,FOOTRIM ,NONE             ,   13 ,  199 ,   1 ,   28 ,   42 ,   55 ,20690 ,24130 ,    49 ,11/27/23,    21 ,  0.8 , 3.0 , 1.0 ,    0 ,    0 ,KDD   ,
      8641 ,         0 ,    78 ,H    ,  2-4 ,07/20/21,07/20/21,-         ,H    ,H    ,04/18/23,  1-8 ,       - ,PREG    ,MOVE    ,F0079T0078       ,    0 ,  232 ,   1 ,   35 ,   38 ,   53 ,21940 ,23860 ,    61 ,11/27/23,  1075 ,  6.4 ,   0 ,   0 ,    1 ,    2 ,KDD   ,
      8643 ,         0 ,    74 ,H    ,  2-4 ,07/21/21,07/21/21,-         ,H    ,H    ,06/02/23, 1-10 ,       - ,NO BRED ,MOVE    ,F0078T0074       ,    6 ,  187 ,   1 ,   39 ,   52 ,   68 ,25880 ,28900 ,    52 ,11/27/23,  1030 ,  6.4 , 2.0 , 1.0 ,    0 ,    2 ,KDD   ,
      8646 ,         0 ,    78 ,H    ,  2-4 ,07/21/21,07/21/21,-         ,H    ,H    ,05/26/23, 1-10 ,       - ,PREG    ,FOOTRIM ,NONE             ,   18 ,  194 ,   1 ,   51 ,   68 ,   78 ,27810 ,28290 ,    69 ,11/27/23,    46 ,  1.9 , 0.5 , 0.3 ,    0 ,    0 ,KDD   ,
      8647 ,         0 ,    78 ,H    ,  2-4 ,07/22/21,07/22/21,-         ,H    ,H    ,07/08/23, 1-11 ,       - ,PREG    ,FOOTRIM ,NONE             ,   12 ,  151 ,   1 ,   38 ,   56 ,   65 ,27770 ,32570 ,    78 ,11/27/23,   223 ,  4.1 , 1.3 ,   0 ,    0 ,    0 ,KDD   ,
      8648 ,         0 ,    78 ,H    ,  2-4 ,07/22/21,07/22/21,-         ,H    ,H    ,06/02/23, 1-10 ,       - ,PREG    ,LAME    ,TRMHRH/B,    4 ,  187 ,   1 ,   45 ,   72 ,   92 ,30610 ,31500 ,    86 ,11/27/23,     7 ,  0.1 , 1.4 , 4.4 ,    0 ,    0 ,KDD   ,
      8649 ,         0 ,    74 ,H    ,  2-4 ,07/22/21,07/22/21,-         ,H    ,H    ,05/16/23,  1-9 ,       - ,PREG    ,PREG    ,69DAYS           ,    8 ,  204 ,   1 ,   50 ,   69 ,   84 ,32080 ,36990 ,    79 ,11/27/23,  1826 ,  7.2 , 2.7 , 0.1 ,    0 ,    1 ,KDD   ,
      8650 ,         0 ,    74 ,H    ,  2-4 ,07/23/21,07/23/21,-         ,H    ,H    ,05/10/23,  1-9 ,       - ,PREG    ,FOOTRIM ,NONE             ,    9 ,  210 ,   1 ,   53 ,   63 ,   84 ,32230 ,33380 ,    91 ,11/27/23,   115 ,  3.2 , 1.4 , 3.8 ,    0 ,    0 ,KDD   ,
      8651 ,         0 ,    74 ,H    ,  2-4 ,07/23/21,07/23/21,-         ,H    ,H    ,05/19/23,  1-9 ,       - ,PREG    ,PREG    ,33DAYS           ,   11 ,  201 ,   1 ,   50 ,   58 ,   97 ,26190 ,29400 ,    68 ,11/27/23,   110 ,  3.1 ,   0 , 1.8 ,    0 ,    0 ,KDD   ,
      8652 ,         0 ,    78 ,H    ,  2-4 ,07/24/21,07/24/21,-         ,H    ,H    ,06/07/23, 1-10 ,       - , OK/OPEN,OK      ,OVS              ,    8 ,  182 ,   1 ,   60 ,   88 ,  103 ,41600 ,37090 ,   115 ,11/27/23,     6 ,  0.1 , 5.8 , 2.4 ,    0 ,    1 ,KDD   ,
      8654 ,         0 ,    77 ,H    ,  2-4 ,07/24/21,07/24/21,-         ,H    ,H    ,07/15/23, 1-11 ,       - ,BRED    ,BRED    ,10:59            ,   19 ,  144 ,   1 ,   47 ,   89 ,  107 ,33280 ,36360 ,    87 ,11/27/23,    19 ,  0.6 , 2.3 , 0.2 ,    0 ,    0 ,KDD   ,
      8655 ,         0 ,    78 ,H    ,  2-4 ,07/25/21,07/25/21,-         ,H    ,H    ,06/23/23, 1-10 ,       - ,PREG    ,LAME    ,COPDRF           ,   10 ,  166 ,   1 ,   59 ,   75 ,   85 ,30690 ,30570 ,    80 ,11/27/23,    52 ,  2.1 ,   0 , 1.8 ,    0 ,    0 ,KDD   ,
      8656 ,         0 ,    78 ,H    ,  2-4 ,07/25/21,07/25/21,-         ,H    ,H    ,05/29/23, 1-10 ,       - ,PREG    ,FOOTRIM ,NONE             ,    0 ,  191 ,   1 ,   46 ,   73 ,   84 ,29670 ,30900 ,    81 ,11/27/23,    17 ,  0.4 , 2.4 , 0.9 ,    0 ,    0 ,KDD   ,
      8657 ,         0 ,    77 ,H    ,  2-4 ,07/26/21,07/26/21,-         ,H    ,H    ,07/31/23,  2-0 ,       - ,BRED    ,BRED    ,LUT              ,   27 ,  128 ,   1 ,   50 ,   85 ,  105 ,31590 ,32570 ,   109 ,11/27/23,    44 ,  1.8 , 3.8 , 2.8 ,    0 ,    0 ,KDD   ,
      8658 ,         0 ,    77 ,H    ,  2-4 ,07/26/21,07/26/21,-         ,H    ,H    ,08/04/23,  2-0 ,       - ,PREG    ,PREG    ,38DAYS           ,   20 ,  124 ,   1 ,   49 ,   82 ,   85 ,32340 ,34140 ,    81 ,11/27/23,    14 ,  0.2 , 1.2 , 0.8 ,    0 ,    0 ,KDD   ,
      8659 ,         0 ,     9 ,H    , 1-11 ,07/27/21,07/27/21,-         ,H    ,H    ,05/31/23, 1-10 ,07/02/23, SLD/DIE,SOLD    , MAST/LP,   12 ,   32 ,   1 ,   23 ,   28 ,    0 ,15400 ,15560 ,    28 ,06/26/23,     0 ,    0 ,   0 ,   0 ,    1 ,    3 ,-     ,
      8660 ,         0 ,    74 ,H    ,  2-4 ,07/27/21,07/27/21,-         ,H    ,H    ,05/11/23,  1-9 ,       - ,PREG    ,FOOTRIM ,NONE             ,    3 ,  209 ,   1 ,   43 ,   61 ,   63 ,20780 ,25670 ,    50 ,11/27/23,  2412 ,  7.5 ,   0 , 0.1 ,    0 ,    0 ,KDD   ,
