"ID","OLDID","PEN","CBRD","AGE","BDAT","EDAT","NOTE","SBRD","DBRD","FDAT","AGEFR","ARDAT","RPRO","EVT","REM","DINCU","DIM","LACT","WMK1","WMK4","WMK8","ME305","EC305","MILK","TDAT","SCC","LGSCC","LOG1","LSC2","XMAST","XSICK","ORGIN",
      8966 ,         0 ,    76 ,H    ,  2-0 ,11/29/21,11/29/21,-         ,H    ,H    ,09/20/23,  1-9 ,       - ,FRESH   ,HEAT    ,02:59            ,    2 ,   77 ,   1 ,   53 ,   58 ,   76 ,28660 ,34220 ,    84 ,11/27/23,     5 ,  0.1 , 1.8 , 1.2 ,    0 ,    0 ,KDD   ,
      8968 ,         0 ,    76 ,H    ,  2-0 ,11/29/21,11/29/21,-         ,H    ,H    ,10/01/23, 1-10 ,       - ,FRESH   ,HEAT    ,20:59            ,    8 ,   66 ,   1 ,   43 ,   56 ,   81 ,27020 ,28120 ,    75 ,11/27/23,    13 ,  0.1 , 2.1 , 0.1 ,    0 ,    0 ,KDD   ,
      8969 ,         0 ,    76 ,HJ   ,  2-0 ,11/29/21,11/29/21,-         ,J    ,H    ,09/28/23,  1-9 ,       - ,FRESH   ,HEAT    ,16:59            ,   24 ,   69 ,   1 ,   47 ,   70 ,   65 ,22700 ,28300 ,    73 ,11/27/23,    88 ,  2.8 , 4.8 , 2.8 ,    0 ,    0 ,KDD   ,
      8971 ,         0 ,    76 ,HJ   ,  2-0 ,11/30/21,11/30/21,-         ,J    ,H    ,10/03/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0076       ,   22 ,   64 ,   1 ,   39 ,   57 ,   75 ,25050 ,27010 ,    79 ,11/27/23,    65 ,  2.4 , 1.2 , 2.4 ,    0 ,    0 ,KDD   ,
      8972 ,         0 ,    75 ,J    ,  2-0 ,12/01/21,12/01/21,-         ,H    ,J    ,10/30/23, 1-10 ,       - ,FRESH   ,HEAT    ,12:59            ,   11 ,   37 ,   1 ,   43 ,   74 ,    0 ,25550 ,26660 ,    74 ,11/27/23,    12 ,  0.1 , 0.1 ,   0 ,    0 ,    0 ,KDD   ,
      8973 ,         0 ,    75 ,H    ,  2-0 ,12/01/21,12/01/21,-         ,H    ,H    ,11/07/23, 1-11 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    8 ,   29 ,   1 ,   43 ,   92 ,    0 ,28210 ,27800 ,    59 ,11/27/23,    44 ,  1.8 , 1.8 ,   0 ,    0 ,    0 ,KDD   ,
      8974 ,         0 ,    76 ,H    ,  2-0 ,12/01/21,12/01/21,-         ,H    ,H    ,09/21/23,  1-9 ,       - ,FRESH   ,MOVE    ,F0001T0076       ,   17 ,   76 ,   1 ,   46 ,   77 ,   77 ,30400 ,35830 ,    84 ,11/27/23,   659 ,  5.7 , 4.0 , 6.0 ,    0 ,    0 ,KDD   ,
      8975 ,         0 ,     1 ,H    ,  2-0 ,12/02/21,12/02/21,-         ,H    ,H    ,11/20/23, 1-11 ,       - ,NO BRED ,KETOSIS ,PROPGLY          ,   16 ,   16 ,   1 ,   40 ,    0 ,    0 ,21440 ,26850 ,    40 ,11/27/23,    82 ,  2.7 , 2.7 ,   0 ,    0 ,    1 ,KDD   ,
      8976 ,         0 ,    79 ,HJ   , 1-11 ,12/02/21,12/02/21,-         ,J    ,H    ,09/21/23,  1-9 ,11/28/23, SLD/DIE,SOLD    ,MASTITIS         ,   17 ,   68 ,   1 ,   39 ,   59 ,   62 ,20990 ,27440 ,    50 ,11/27/23,    37 ,  1.5 , 1.8 , 1.6 ,    0 ,    1 ,KDD   ,
      8977 ,         0 ,    76 ,H    ,  2-0 ,12/02/21,12/02/21,-         ,     ,H    ,09/18/23,  1-9 ,       - ,FRESH   ,HEAT    ,16:59            ,    0 ,   79 ,   1 ,   34 ,   54 ,   50 ,24420 ,26940 ,    53 ,11/27/23,    46 ,  1.9 , 3.1 ,   0 ,    0 ,    0 ,KDD   ,
      8978 ,         0 ,    76 ,H    ,  2-0 ,12/03/21,12/03/21,-         ,H    ,H    ,09/23/23,  1-9 ,       - ,BRED    ,BRED    ,04:59            ,    5 ,   74 ,   1 ,   45 ,   71 ,   67 ,30570 ,31290 ,    70 ,11/27/23,   175 ,  3.8 , 4.1 , 3.0 ,    1 ,    1 ,KDD   ,
      8979 ,         0 ,    76 ,H    ,  2-0 ,12/03/21,12/03/21,-         ,H    ,H    ,09/13/23,  1-9 ,       - ,BRED    ,BRED    ,00:59            ,    9 ,   84 ,   1 ,   45 ,   63 ,   79 ,27020 ,29270 ,    78 ,11/27/23,    31 ,  1.3 ,   0 ,   0 ,    0 ,    0 ,KDD   ,
      8980 ,         0 ,    75 ,HJ   ,  2-0 ,12/03/21,12/03/21,-         ,J    ,H    ,11/11/23, 1-11 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    7 ,   25 ,   1 ,   32 ,   62 ,    0 ,23920 ,28540 ,    46 ,11/27/23,    43 ,  1.8 , 1.8 ,   0 ,    0 ,    0 ,KDD   ,
      8981 ,         0 ,    75 ,H    ,  2-0 ,12/04/21,12/04/21,-         ,H    ,H    ,10/09/23, 1-10 ,       - ,FRESH   ,HEAT    ,02:59            ,   16 ,   58 ,   1 ,   51 ,   83 ,   84 ,29920 ,28800 ,    86 ,11/27/23,    19 ,  0.6 , 1.2 , 0.6 ,    0 ,    0 ,KDD   ,
      8982 ,         0 ,    75 ,H    ,  2-0 ,12/04/21,12/04/21,-         ,H    ,H    ,10/14/23, 1-10 ,       - ,FRESH   ,HEAT    ,12:59            ,   12 ,   53 ,   1 ,   46 ,   53 ,   71 ,25090 ,28240 ,    64 ,11/27/23,    86 ,  2.8 , 1.4 , 2.8 ,    0 ,    1 ,KDD   ,
      8984 ,         0 ,    75 ,H    ,  2-0 ,12/04/21,12/04/21,-         ,H    ,H    ,10/26/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   14 ,   41 ,   1 ,   39 ,   64 ,    0 ,25660 ,27040 ,    73 ,11/27/23,    19 ,  0.6 , 0.6 ,   0 ,    0 ,    0 ,KDD   ,
      8985 ,         0 ,    75 ,H    , 1-11 ,12/05/21,12/05/21,-         ,H    ,H    ,10/07/23, 1-10 ,       - ,FRESH   ,HEAT    ,22:59            ,    7 ,   60 ,   1 ,   50 ,   71 ,   79 ,26490 ,26260 ,    66 ,11/27/23,   378 ,  4.9 , 0.5 , 4.9 ,    0 ,    0 ,KDD   ,
      8986 ,         0 ,    75 ,H    , 1-11 ,12/05/21,12/05/21,-         ,H    ,H    ,10/12/23, 1-10 ,       - ,FRESH   ,HEAT    ,12:59            ,   10 ,   55 ,   1 ,   31 ,   71 ,   77 ,26670 ,27920 ,    69 ,11/27/23,    14 ,  0.2 , 2.3 , 0.2 ,    0 ,    0 ,KDD   ,
      8987 ,         0 ,    75 ,H    , 1-11 ,12/05/21,12/05/21,-         ,H    ,H    ,10/24/23, 1-10 ,       - ,FRESH   ,HEAT    ,20:59            ,   17 ,   43 ,   1 ,   52 ,  102 ,    0 ,31240 ,32880 ,    78 ,11/27/23,   123 ,  3.3 , 3.3 ,   0 ,    0 ,    0 ,KDD   ,
      8988 ,         0 ,    76 ,H    , 1-11 ,12/05/21,12/05/21,-         ,H    ,H    ,10/05/23,  1-9 ,       - ,FRESH   ,HEAT    ,14:59            ,   12 ,   62 ,   1 ,   54 ,   74 ,   49 ,26020 ,29620 ,    79 ,11/27/23,    27 ,  1.1 , 1.8 , 1.1 ,    0 ,    0 ,KDD   ,
      8989 ,         0 ,    75 ,H    , 1-11 ,12/05/21,12/05/21,-         ,H    ,H    ,10/30/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   14 ,   37 ,   1 ,   53 ,   59 ,    0 ,26320 ,30320 ,    60 ,11/27/23,   161 ,  3.7 , 3.7 ,   0 ,    0 ,    0 ,KDD   ,
      8990 ,         0 ,    75 ,H    , 1-11 ,12/05/21,12/05/21,-         ,H    ,H    ,10/28/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    9 ,   39 ,   1 ,   36 ,   54 ,    0 ,24310 ,25460 ,    47 ,11/27/23,    18 ,  0.5 , 0.5 ,   0 ,    0 ,    0 ,KDD   ,
      8991 ,         0 ,    75 ,H    , 1-11 ,12/06/21,12/06/21,-         ,H    ,H    ,10/18/23, 1-10 ,       - ,FRESH   ,LAME    ,COPDRH/S0/W,   16 ,   49 ,   1 ,   34 ,   45 ,    0 ,22830 ,29720 ,    49 ,11/27/23,   544 ,  5.4 , 9.3 , 5.4 ,    0 ,    0 ,KDD   ,
      8993 ,         0 ,    76 ,HJ   , 1-11 ,12/06/21,12/06/21,-         ,J    ,H    ,10/09/23, 1-10 ,       - ,FRESH   ,FOOTRIM ,NONE             ,    9 ,   58 ,   1 ,   30 ,   58 ,   77 ,24360 ,26940 ,    68 ,11/27/23,    49 ,  2.0 , 2.9 , 2.0 ,    0 ,    0 ,KDD   ,
      8994 ,         0 ,    75 ,H    , 1-11 ,12/06/21,12/06/21,-         ,H    ,H    ,10/07/23,  1-9 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    7 ,   60 ,   1 ,   31 ,   59 ,   89 ,27570 ,32030 ,    86 ,11/27/23,    21 ,  0.8 , 2.2 , 0.8 ,    0 ,    1 ,KDD   ,
      8996 ,         0 ,    76 ,HJ   , 1-11 ,12/06/21,12/06/21,-         ,J    ,H    ,09/13/23,  1-9 ,       - ,FRESH   ,MOVE    ,F0001T0076       ,    2 ,   84 ,   1 ,   45 ,   60 ,   64 ,24070 ,25710 ,    74 ,11/27/23,   746 ,  5.9 ,   0 , 6.1 ,    0 ,    0 ,KDD   ,
      8997 ,         0 ,    75 ,H    , 1-11 ,12/07/21,12/07/21,-         ,H    ,H    ,11/11/23, 1-11 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    7 ,   25 ,   1 ,   16 ,   52 ,    0 ,21240 ,21470 ,    26 ,11/27/23,     0 ,    0 ,   0 ,   0 ,    0 ,    1 ,KDD   ,
      8998 ,         0 ,    76 ,H    , 1-11 ,12/07/21,12/07/21,-         ,H    ,H    ,10/06/23,  1-9 ,       - ,FRESH   ,FOOTRIM ,NONE             ,   13 ,   61 ,   1 ,   44 ,   54 ,   63 ,23580 ,23380 ,    69 ,11/27/23,   117 ,  3.2 , 3.4 , 3.2 ,    0 ,    0 ,KDD   ,
      9001 ,         0 ,    76 ,H    , 1-11 ,12/09/21,12/09/21,-         ,H    ,H    ,10/11/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0079T0076       ,    9 ,   56 ,   1 ,   43 ,   32 ,   65 ,22780 ,25070 ,    57 ,11/27/23,   685 ,  5.8 , 2.1 , 5.8 ,    1 ,    1 ,KDD   ,
      9002 ,         0 ,    76 ,H    , 1-11 ,12/09/21,12/09/21,-         ,H    ,H    ,10/10/23,  1-9 ,       - ,FRESH   ,MOVE    ,F0001T0076       ,    8 ,   57 ,   1 ,   41 ,   78 ,   89 ,27400 ,28990 ,    79 ,11/27/23,    15 ,  0.3 , 2.9 , 0.3 ,    0 ,    0 ,KDD   ,
      9003 ,         0 ,    76 ,HJ   , 1-11 ,12/09/21,12/09/21,-         ,J    ,H    ,10/11/23, 1-10 ,       - ,FRESH   ,LAME    ,BLKWLH/S0/B,    9 ,   56 ,   1 ,   30 ,   50 ,   71 ,24260 ,25750 ,    57 ,11/27/23,    28 ,  1.2 , 1.8 , 1.2 ,    0 ,    0 ,KDD   ,
      9004 ,         0 ,    75 ,H    , 1-11 ,12/09/21,12/09/21,-         ,H    ,H    ,10/19/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   19 ,   48 ,   1 ,   63 ,   83 ,    0 ,34880 ,41420 ,    95 ,11/27/23,    62 ,  2.3 , 2.5 , 2.3 ,    0 ,    0 ,KDD   ,
      9005 ,         0 ,    76 ,HJ   , 1-11 ,12/09/21,12/09/21,-         ,J    ,H    ,09/25/23,  1-9 ,       - ,FRESH   ,HEAT    ,00:59            ,   14 ,   72 ,   1 ,   36 ,   35 ,   52 ,20470 ,25520 ,    58 ,11/27/23,   157 ,  3.6 , 3.0 , 3.6 ,    0 ,    0 ,KDD   ,
      9006 ,         0 ,    75 ,HJ   , 1-11 ,12/10/21,12/10/21,-         ,J    ,H    ,10/12/23, 1-10 ,       - ,FRESH   ,HEAT    ,16:59            ,   24 ,   55 ,   1 ,   40 ,   68 ,   70 ,24820 ,29740 ,    63 ,11/27/23,   427 ,  5.1 , 1.0 , 5.1 ,    0 ,    0 ,KDD   ,
      9008 ,         0 ,    75 ,H    , 1-11 ,12/12/21,12/12/21,-         ,     ,H    ,10/17/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0079T0075       ,    5 ,   50 ,   1 ,   26 ,   49 ,   47 ,18840 ,19960 ,    65 ,11/27/23,  4245 ,  8.4 , 1.4 , 8.4 ,    1 ,    2 ,KDD   ,
      9009 ,         0 ,    75 ,H    , 1-11 ,12/13/21,12/13/21,-         ,H    ,H    ,10/13/23,  1-9 ,       - ,FRESH   ,FOOTRIM ,NONE             ,    6 ,   54 ,   1 ,   39 ,   70 ,   65 ,23810 ,26830 ,    73 ,11/27/23,    22 ,  0.8 , 1.0 , 0.8 ,    0 ,    0 ,KDD   ,
      9011 ,         0 ,    75 ,H    , 1-11 ,12/14/21,12/14/21,-         ,H    ,H    ,11/02/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    8 ,   34 ,   1 ,   41 ,   65 ,    0 ,24470 ,28960 ,    53 ,11/27/23,  1519 ,  6.9 , 6.9 ,   0 ,    0 ,    0 ,KDD   ,
      9012 ,         0 ,    75 ,H    , 1-11 ,12/15/21,12/15/21,-         ,H    ,H    ,10/07/23,  1-9 ,       - ,FRESH   ,FOOTRIM ,NONE             ,    7 ,   60 ,   1 ,   36 ,   69 ,   80 ,26760 ,29950 ,    77 ,11/27/23,    19 ,  0.6 , 1.0 , 0.6 ,    0 ,    0 ,KDD   ,
      9013 ,         0 ,    75 ,H    , 1-11 ,12/16/21,12/16/21,-         ,H    ,H    ,10/12/23,  1-9 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    5 ,   55 ,   1 ,   48 ,   77 ,   70 ,25240 ,30290 ,    80 ,11/27/23,    26 ,  1.1 , 1.2 , 1.1 ,    0 ,    0 ,KDD   ,
      9014 ,         0 ,    76 ,HJ   , 1-11 ,12/17/21,12/17/21,-         ,J    ,H    ,10/08/23,  1-9 ,       - ,FRESH   ,HEAT    ,22:59            ,   20 ,   59 ,   1 ,   90 ,   90 ,   52 ,24030 ,27430 ,    58 ,11/27/23,   352 ,  4.8 , 5.1 , 4.8 ,    0 ,    0 ,KDD   ,
      9016 ,         0 ,    75 ,HJ   , 1-11 ,12/18/21,12/18/21,-         ,J    ,H    ,10/16/23,  1-9 ,       - ,FRESH   ,HEAT    ,16:59            ,   14 ,   51 ,   1 ,   44 ,   52 ,   62 ,22390 ,24260 ,    48 ,11/27/23,   127 ,  3.3 ,   0 , 3.3 ,    0 ,    0 ,KDD   ,
      9017 ,         0 ,    75 ,HJ   , 1-11 ,12/18/21,12/18/21,-         ,J    ,H    ,10/22/23, 1-10 ,       - ,FRESH   ,HEAT    ,10:59            ,   10 ,   45 ,   1 ,   43 ,   70 ,    0 ,26230 ,27170 ,    77 ,11/27/23,     3 ,  0.1 , 2.8 , 0.1 ,    0 ,    0 ,KDD   ,
      9018 ,         0 ,     1 ,HJ   , 1-11 ,12/19/21,12/19/21,-         ,J    ,H    ,11/21/23, 1-11 ,       - ,FRESH   ,METR    ,CEF.22SQ         ,   11 ,   15 ,   1 ,   22 ,    0 ,    0 ,19140 ,21410 ,    25 ,11/27/23,   176 ,  3.8 , 3.8 ,   0 ,    0 ,    1 ,KDD   ,
      9019 ,         0 ,    75 ,HJ   , 1-11 ,12/20/21,12/20/21,-         ,J    ,F    ,11/04/23, 1-10 ,       - ,FRESH   ,HEAT    ,02:59            ,    5 ,   32 ,   1 ,   30 ,   76 ,    0 ,18710 ,26270 ,    32 ,11/27/23,    27 ,  1.1 , 1.1 ,   0 ,    0 ,    0 ,KDD   ,
      9021 ,         0 ,    76 ,H    , 1-11 ,12/21/21,12/21/21,-         ,H    ,H    ,10/06/23,  1-9 ,       - ,BRED    ,BRED    ,16:59            ,    6 ,   61 ,   1 ,   37 ,   45 ,   68 ,24810 ,29920 ,    66 ,11/27/23,   222 ,  4.1 , 1.3 , 4.1 ,    0 ,    0 ,KDD   ,
      9022 ,         0 ,     1 ,H    , 1-11 ,12/21/21,12/21/21,-         ,H    ,H    ,11/25/23, 1-11 ,       - ,FRESH   ,MOVE    ,F0021T0001       ,    4 ,   11 ,   1 ,   60 ,    0 ,    0 ,22270 ,32920 ,     0 ,11/27/23,    50 ,  2.0 , 2.0 ,   0 ,    0 ,    0 ,KDD   ,
      9024 ,         0 ,    75 ,HJ   , 1-11 ,12/22/21,12/22/21,-         ,J    ,H    ,11/03/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    9 ,   33 ,   1 ,   37 ,   69 ,    0 ,22070 ,29810 ,    59 ,11/27/23,  1189 ,  6.5 , 6.5 ,   0 ,    0 ,    0 ,KDD   ,
      9026 ,         0 ,    75 ,H    , 1-11 ,12/23/21,12/23/21,-         ,LM   ,H    ,11/05/23, 1-10 ,12/05/23, SLD/DIE,SOLD    ,LP               ,    6 ,   30 ,   1 ,   22 ,   12 ,    0 ,14320 ,14470 ,    22 ,11/27/23,     0 ,    0 ,   0 ,   0 ,    0 ,    1 ,KDD   ,
      9027 ,         0 ,    71 ,H    , 1-11 ,12/23/21,12/23/21,-         ,H    ,H    ,11/17/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0071       ,   18 ,   19 ,   1 ,   50 ,    0 ,    0 ,23480 ,26600 ,    48 ,11/27/23,    40 ,  1.7 , 1.7 ,   0 ,    0 ,    0 ,KDD   ,
      9030 ,         0 ,    75 ,HJ   , 1-11 ,12/24/21,12/24/21,-         ,J    ,H    ,10/19/23,  1-9 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   17 ,   48 ,   1 ,   43 ,   77 ,    0 ,27770 ,37500 ,    75 ,11/27/23,  1478 ,  6.9 , 4.3 , 6.9 ,    0 ,    0 ,KDD   ,
      9031 ,         0 ,     1 ,H    , 1-11 ,12/26/21,12/26/21,-         ,H    ,H    ,11/23/23, 1-10 ,       - ,FRESH   ,KETOSIS ,PROPGLY          ,   13 ,   13 ,   1 ,   57 ,    0 ,    0 ,24430 ,32830 ,     0 ,11/27/23,    47 ,  1.9 , 1.9 ,   0 ,    0 ,    1 ,KDD   ,
      9032 ,         0 ,    75 ,H    , 1-11 ,12/26/21,12/26/21,-         ,H    ,H    ,11/11/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    7 ,   25 ,   1 ,   31 ,   60 ,    0 ,23920 ,31330 ,    53 ,11/27/23,    29 ,  1.2 , 1.2 ,   0 ,    0 ,    0 ,KDD   ,
      9034 ,         0 ,    75 ,H    , 1-11 ,12/27/21,12/27/21,-         ,H    ,H    ,10/18/23,  1-9 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   11 ,   49 ,   1 ,   34 ,   79 ,    0 ,25470 ,28460 ,    78 ,11/27/23,   177 ,  3.8 , 1.4 , 3.8 ,    0 ,    1 ,KDD   ,
      9035 ,         0 ,     1 ,HJ   , 1-11 ,12/27/21,12/27/21,-         ,J    ,H    ,12/01/23, 1-11 ,       - ,FRESH   ,MOVE    ,F0021T0001       ,   16 ,    5 ,   1 ,    0 ,    0 ,    0 ,    0 ,    0 ,     0 ,       - ,     0 ,    0 ,   0 ,   0 ,    0 ,    0 ,KDD   ,
      9036 ,         0 ,    75 ,H    , 1-11 ,12/27/21,12/27/21,-         ,H    ,H    ,10/25/23,  1-9 ,       - ,FRESH   ,HEAT    ,10:59            ,    6 ,   42 ,   1 ,   27 ,   45 ,    0 ,20660 ,19820 ,    58 ,11/27/23,   198 ,  4.0 , 4.0 ,   0 ,    0 ,    2 ,KDD   ,
      9038 ,         0 ,    75 ,H    , 1-11 ,12/28/21,12/28/21,-         ,H    ,H    ,10/21/23,  1-9 ,       - ,FRESH   ,HEAT    ,14:59            ,    9 ,   46 ,   1 ,   39 ,   63 ,    0 ,26320 ,27510 ,    69 ,11/27/23,    40 ,  1.7 , 2.7 , 1.7 ,    0 ,    0 ,KDD   ,
      9039 ,         0 ,    75 ,HJ   , 1-11 ,12/28/21,12/28/21,-         ,J    ,H    ,11/04/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   16 ,   32 ,   1 ,   32 ,   59 ,    0 ,21860 ,28210 ,    45 ,11/27/23,  2090 ,  7.4 , 7.4 ,   0 ,    0 ,    0 ,KDD   ,
      9040 ,         0 ,    75 ,H    , 1-11 ,12/28/21,12/28/21,-         ,     ,H    ,10/21/23,  1-9 ,       - ,FRESH   ,HEAT    ,16:59            ,    9 ,   46 ,   1 ,   34 ,   64 ,    0 ,25000 ,25850 ,    67 ,11/27/23,    11 ,  0.1 , 3.6 , 0.1 ,    0 ,    0 ,KDD   ,
      9042 ,         0 ,    75 ,H    , 1-11 ,12/28/21,12/28/21,-         ,H    ,H    ,10/30/23, 1-10 ,       - ,FRESH   ,HEAT    ,18:59            ,   11 ,   37 ,   1 ,   38 ,   68 ,    0 ,26960 ,27900 ,    69 ,11/27/23,    10 ,  0.1 , 0.1 ,   0 ,    0 ,    0 ,KDD   ,
      9043 ,         0 ,     1 ,H    , 1-11 ,12/30/21,12/30/21,-         ,H    ,H    ,12/01/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0021T0001       ,   10 ,    5 ,   1 ,    0 ,    0 ,    0 ,    0 ,    0 ,     0 ,       - ,     0 ,    0 ,   0 ,   0 ,    0 ,    0 ,KDD   ,
      9044 ,         0 ,    75 ,HJ   , 1-11 ,12/30/21,12/30/21,-         ,J    ,H    ,11/08/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   93 ,   28 ,   1 ,   35 ,   55 ,    0 ,22930 ,25940 ,    49 ,11/27/23,  1147 ,  6.4 , 6.4 ,   0 ,    0 ,    0 ,KDD   ,
      9045 ,         0 ,    75 ,H    , 1-11 ,12/30/21,12/30/21,-         ,H    ,H    ,11/02/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    3 ,   34 ,   1 ,   27 ,   77 ,    0 ,24330 ,25460 ,    57 ,11/27/23,    46 ,  1.9 , 1.9 ,   0 ,    0 ,    0 ,KDD   ,
      9046 ,         0 ,    75 ,HJ   , 1-11 ,12/30/21,12/30/21,-         ,J    ,H    ,11/07/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   13 ,   29 ,   1 ,   24 ,   44 ,    0 ,20180 ,23250 ,    36 ,11/27/23,   300 ,  4.5 , 4.5 ,   0 ,    0 ,    0 ,KDD   ,
      9047 ,         0 ,    75 ,HJ   , 1-11 ,12/30/21,12/30/21,-         ,J    ,H    ,10/21/23,  1-9 ,       - ,FRESH   ,HEAT    ,22:59            ,    9 ,   46 ,   1 ,   38 ,   45 ,    0 ,22220 ,27930 ,    52 ,11/27/23,    35 ,  1.4 , 4.6 , 1.4 ,    0 ,    0 ,KDD   ,
      9049 ,         0 ,     1 ,J    , 1-11 ,01/01/22,01/01/22,-         ,H    ,J    ,12/01/23, 1-10 ,       - ,FRESH   ,ILLMISC ,CALCIUM23        ,   16 ,    5 ,   1 ,    0 ,    0 ,    0 ,    0 ,    0 ,     0 ,       - ,     0 ,    0 ,   0 ,   0 ,    0 ,    2 ,KDD   ,
      9052 ,         0 ,    75 ,H    , 1-11 ,01/03/22,01/03/22,-         ,H    ,H    ,11/04/23,  1-9 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   10 ,   32 ,   1 ,   34 ,   79 ,    0 ,26410 ,28760 ,    67 ,11/27/23,    45 ,  1.8 , 1.8 ,   0 ,    0 ,    1 ,KDD   ,
      9054 ,         0 ,    75 ,H    , 1-11 ,01/03/22,01/03/22,-         ,H    ,H    ,11/01/23,  1-9 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   13 ,   35 ,   1 ,   37 ,   79 ,    0 ,24950 ,28010 ,    62 ,11/27/23,    25 ,  1.0 , 1.0 ,   0 ,    0 ,    0 ,KDD   ,
      9055 ,         0 ,    75 ,HJ   , 1-11 ,01/03/22,01/03/22,-         ,J    ,H    ,11/11/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   17 ,   25 ,   1 ,   35 ,   58 ,    0 ,23290 ,23540 ,    51 ,11/27/23,     0 ,    0 ,   0 ,   0 ,    0 ,    0 ,KDD   ,
      9056 ,         0 ,    75 ,H    , 1-10 ,01/04/22,01/04/22,-         ,H    ,H    ,11/06/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    7 ,   30 ,   1 ,   28 ,   52 ,    0 ,19700 ,21380 ,    40 ,11/27/23,    41 ,  1.7 , 1.7 ,   0 ,    0 ,    0 ,KDD   ,
      9058 ,         0 ,    75 ,H    , 1-10 ,01/05/22,01/05/22,-         ,H    ,H    ,10/23/23,  1-9 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    4 ,   44 ,   1 ,   29 ,   57 ,    0 ,25690 ,26590 ,    67 ,11/27/23,    12 ,  0.1 , 0.1 ,   0 ,    0 ,    1 ,KDD   ,
      9062 ,         0 ,    79 ,H    , 1-10 ,01/07/22,01/07/22,-         ,H    ,H    ,10/25/23,  1-9 ,       - ,FRESH   ,MOVE    ,F0075T0079       ,    9 ,   42 ,   1 ,   32 ,   61 ,    0 ,20200 ,21070 ,    63 ,11/27/23,    24 ,  1.0 , 1.0 ,   0 ,    1 ,    3 ,KDD   ,
      9064 ,         0 ,    75 ,H    , 1-10 ,01/07/22,01/07/22,-         ,H    ,H    ,10/26/23,  1-9 ,       - ,FRESH   ,HEAT    ,20:59            ,    7 ,   41 ,   1 ,   35 ,   68 ,    0 ,23980 ,22650 ,    66 ,11/27/23,     9 ,  0.1 , 0.1 ,   0 ,    0 ,    0 ,KDD   ,
      9066 ,         0 ,    79 ,HJ   , 1-10 ,01/07/22,01/07/22,-         ,J    ,H    ,10/19/23,  1-9 ,       - ,FRESH   ,MOVE    ,F0075T0079       ,    7 ,   48 ,   1 ,   33 ,   65 ,    0 ,21920 ,29570 ,    65 ,11/27/23,    96 ,  3.0 , 6.0 , 3.0 ,    1 ,    2 ,KDD   ,
      9067 ,         0 ,     1 ,H    , 1-10 ,01/08/22,01/08/22,-         ,H    ,H    ,11/23/23, 1-10 ,       - ,FRESH   ,EDEMA   ,DEX.15IM         ,   13 ,   13 ,   1 ,   48 ,    0 ,    0 ,24780 ,32380 ,     0 ,11/27/23,    39 ,  1.6 , 1.6 ,   0 ,    0 ,    0 ,KDD   ,
      9068 ,         0 ,     1 ,H    , 1-10 ,01/08/22,01/08/22,-         ,H    ,H    ,11/03/23,  1-9 ,11/22/23, SLD/DIE,SOLD    ,BADRIB           ,    4 ,   19 ,   1 ,   45 ,    0 ,    0 ,24230 ,24490 ,     0 ,       - ,     0 ,    0 ,   0 ,   0 ,    0 ,    2 ,KDD   ,
      9071 ,         0 ,    75 ,H    , 1-10 ,01/10/22,01/10/22,-         ,H    ,H    ,11/15/23, 1-10 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   16 ,   21 ,   1 ,   48 ,    0 ,    0 ,24980 ,31440 ,    48 ,11/27/23,   233 ,  4.2 , 4.2 ,   0 ,    0 ,    0 ,KDD   ,
