id,oldid,pen,age,note,rem,days_in_closeup,dim,lact,xmast,xsick,orgin,birth_date,fresh_date,purchase_date,last_test_date,cull_date,age_fresh_days,breed,sire_breed,dam_breed,last_test_milk,last_test_scc,last_test_log_scc,first_test_log_scc,second_test_log_scc,week_1_milk,week_4_milk,week_8_milk,mature_equiv_305m,energy_corrected_305m,culled,times_mast,times_sick
21767,0,1,2-3,-,F0021T0001,0,8,1,0,0,PUR,2021-09-01,2023-11-28,2023-06-27,,,818,HO,"",-,0,0,0,0,0,35,0,0,19190,19390,0,0,0
21768,0,75,2-3,-,F0001T0075,5,37,1,0,0,PUR,2021-08-25,2023-10-30,2023-06-27,2023-11-27,,796,HO,"",-,66,1,0.1,0.1,0,48,66,0,26830,24910,0,0,0
21769,0,75,2-3,-,F0001T0075,8,43,1,0,0,PUR,2021-09-01,2023-10-24,2023-06-27,2023-11-27,,783,HO,"",-,70,2457,7.6,7.6,0,48,66,0,27400,33080,0,0,0
21770,0,75,2-3,-,20:59,10,55,1,0,0,PUR,2021-08-20,2023-10-12,2023-06-27,2023-11-27,,783,HO,"",-,95,295,4.5,1.8,4.5,59,91,84,27920,31880,0,0,0
21771,0,77,1-11,-,STAPH,0,70,1,0,0,PUR,2021-09-28,2023-07-20,2023-07-19,2023-09-25,2023-09-28,660,HO,"",-,53,163,3.7,5.2,3.7,33,49,55,20160,22370,1,0,0
21772,0,4,2-3,-,35DAYS,0,132,1,0,2,PUR,2021-08-21,2023-07-27,2023-07-19,2023-11-27,,705,HO,"",-,68,44,1.8,0.5,0.8,41,65,82,27210,29660,0,0,2
21773,0,77,2-1,-,37DAYS,0,130,1,0,0,PUR,2021-10-13,2023-07-29,2023-07-24,2023-11-27,,654,HO,"",-,47,212,4.1,9,6.9,45,52,47,19260,21790,0,0,0
21774,0,77,2-1,-,34DAYS,0,124,1,0,1,PUR,2021-10-13,2023-08-04,2023-07-24,2023-11-27,,660,HO,"",-,67,293,4.5,6.2,5.5,33,50,53,20940,22290,0,0,1
21775,0,4,2-1,-,00:59,0,117,1,0,1,PUR,2021-10-24,2023-08-11,2023-07-24,2023-11-27,,656,HO,"",-,67,38,1.6,1.1,0.1,40,63,88,25800,29100,0,0,1
21776,0,79,2-2,-,NOT0LF.,0,103,1,1,1,PUR,2021-09-17,2023-08-25,2023-08-08,2023-11-27,,707,Other,"",-,22,4837,8.5,5.6,5.5,37,54,61,12810,13820,0,1,1
21777,0,77,2-1,-,STAPH,0,66,1,0,0,PUR,2021-09-17,2023-08-19,2023-08-08,2023-10-23,2023-10-24,701,HO,"",-,69,1294,6.7,0,6.6,37,59,71,24110,25290,1,0,0
21778,0,77,2-1,-,38DAYS,0,112,1,0,0,PUR,2021-10-29,2023-08-16,2023-08-17,2023-11-27,,656,HO,"",-,83,123,3.3,0,2.1,29,55,74,30390,25830,0,0,0
21779,0,79,2-1,-,NONE,0,106,1,2,3,PUR,2021-10-29,2023-08-22,2023-08-22,2023-11-27,,662,HO,"",-,54,3516,8.1,7.3,5.6,35,54,73,16860,17230,0,2,3
21780,0,77,2-1,-,10:59,0,104,1,0,0,PUR,2021-10-10,2023-08-24,2023-08-24,2023-11-27,,683,HO,"",-,66,231,4.2,3.5,1.5,42,65,72,27120,31140,0,0,0
21781,0,76,2-1,-,06:59,0,88,1,0,0,PUR,2021-10-28,2023-09-09,2023-08-30,2023-11-27,,681,HO,"",-,66,20,0.7,0,1.8,37,65,58,24290,28240,0,0,0
21782,0,76,2-1,-,16:59,0,91,1,0,1,PUR,2021-10-28,2023-09-06,2023-08-30,2023-11-27,,678,HO,"",-,89,71,2.4,0.1,1.4,44,62,83,32460,33250,0,0,1
21783,0,76,2-0,GW,12:59,0,81,1,0,0,PUR,2021-11-29,2023-09-16,2023-09-09,2023-11-27,,656,HO,"",-,87,30,1.3,2.4,1.4,42,69,82,26030,30110,0,0,0
21784,0,79,2-0,GW,BLKTRH/S0/W,0,78,1,1,1,PUR,2021-11-29,2023-09-19,2023-09-09,2023-11-27,,659,HO,"",-,69,699,5.8,3.2,6.4,40,55,68,22800,25450,0,1,1
21785,0,10,1-10,GW,RESP.,0,11,1,0,3,PUR,2021-11-29,2023-09-21,2023-09-09,2023-09-25,2023-10-02,661,HO,"",-,0,0,0,0,0,0,0,0,0,0,1,0,3
21786,0,76,2-0,-,14:59,0,77,1,0,0,PUR,2021-11-29,2023-09-20,2023-09-09,2023-11-27,,660,HO,"",-,69,534,5.4,2,7.7,45,72,67,24380,28620,0,0,0
21788,0,76,2-0,-,10:59,0,78,1,0,0,PUR,2021-11-29,2023-09-19,2023-09-09,2023-11-27,,659,HO,"",-,63,44,1.8,1.4,2.4,32,55,62,23730,29140,0,0,0
21789,0,75,2-0,-,02:59,0,70,1,0,3,PUR,2021-11-25,2023-09-27,2023-09-09,2023-11-27,,671,HO,"",-,68,16,0.4,2.2,0.4,31,49,57,23600,27060,0,0,3
21790,0,76,2-0,-,06:59,0,72,1,0,0,PUR,2021-11-25,2023-09-25,2023-09-09,2023-11-27,,669,HO,"",-,60,68,2.4,2.4,2.4,46,39,42,19510,23400,0,0,0
21791,0,76,2-0,-,06:59,0,77,1,0,0,PUR,2021-11-05,2023-09-20,2023-09-09,2023-11-27,,684,HO,"",-,71,19,0.6,1.2,0.6,47,58,73,25140,27900,0,0,0
21792,0,76,2-0,-,20:59,0,71,1,0,0,PUR,2021-11-05,2023-09-26,2023-09-09,2023-11-27,,690,HO,"",-,72,13,0.1,1.9,0.1,41,55,70,25120,25670,0,0,0
21793,0,76,2-0,-,12:59,0,67,1,0,0,PUR,2021-11-29,2023-09-30,2023-09-09,2023-11-27,,670,HO,"",-,74,406,5,7.1,5,35,62,73,25340,27860,0,0,0
21794,0,76,2-0,-,22:59,0,74,1,0,1,PUR,2021-11-25,2023-09-23,2023-09-09,2023-11-27,,667,HO,"",-,79,48,2,8,7.1,40,30,68,22560,26060,0,0,1
21795,0,76,2-0,-,02:59,0,73,1,0,0,PUR,2021-12-01,2023-09-24,2023-09-09,2023-11-27,,662,HO,"",-,61,598,5.5,1.3,5.5,42,32,60,23670,22180,0,0,0
21796,0,76,2-0,-,18:59,0,71,1,1,1,PUR,2021-11-29,2023-09-26,2023-09-09,2023-11-27,,666,HO,"",-,62,402,5,3.4,5,50,54,65,24910,25030,0,1,1
21801,0,76,2-0,GW082023,04:59,8,56,1,0,0,PUR,2021-12-01,2023-10-11,2023-07-21,2023-11-27,,679,HO,"",-,64,9,0.1,0.1,0.1,45,66,82,27720,28260,0,0,0
21802,0,75,2-0,GW082023,F0001T0075,21,22,1,0,0,PUR,2021-12-01,2023-11-14,2023-07-21,2023-11-27,,713,HO,"",-,44,115,3.2,3.2,0,41,74,0,26600,26450,0,0,0
21803,0,75,2-0,GW082023,NONE,3,55,1,0,0,PUR,2021-12-01,2023-10-12,2023-07-21,2023-11-27,,680,HO,"",-,73,12,0.1,1.2,0.1,34,62,71,25240,28110,0,0,0
21805,0,75,2-0,GW082023,F0001T0075,18,25,1,0,0,PUR,2021-12-01,2023-11-11,2023-07-21,2023-11-27,,710,HO,"",-,65,30,1.3,1.3,0,51,71,0,26270,30820,0,0,0
21806,0,76,2-0,GW082023,22:59,1,71,1,0,0,PUR,2021-12-01,2023-09-26,2023-07-21,2023-11-27,,664,HO,"",-,64,40,1.7,1.5,1.7,32,42,66,24250,27700,0,0,0
21807,0,79,2-0,GW082023,SPCT3LFNA,14,86,1,3,3,PUR,2021-12-01,2023-09-11,2023-07-21,2023-11-27,,649,HO,"",-,72,2218,7.4,0,5.9,49,55,63,22040,24000,0,3,3
21808,0,77,2-2,-,70DAYS,0,142,1,0,0,PUR,2021-09-15,2023-07-17,2023-07-18,2023-11-27,,670,HO,"",-,53,107,3.1,4.3,2.1,29,44,57,20450,21800,0,0,0
21809,0,76,2-0,GW082023,12:59,21,57,1,1,1,PUR,2021-12-01,2023-10-10,2023-07-21,2023-11-27,,678,HO,"",-,67,1197,6.5,8.1,6.5,50,50,73,23170,23800,0,1,1
21810,0,75,2-0,GW082023,F0001T0075,22,21,1,0,0,PUR,2021-12-01,2023-11-15,2023-07-21,2023-11-27,,714,HO,"",-,58,35,1.4,1.4,0,45,0,0,25540,28270,0,0,0
21812,0,1,2-0,GW082023,F0021T0001,29,0,1,0,0,PUR,2021-12-01,2023-12-06,2023-07-21,,,735,HO,"",-,0,0,0,0,0,0,0,0,0,0,0,0,0
21813,0,76,2-0,GW082023,06:59,7,71,1,1,1,PUR,2021-12-01,2023-09-26,2023-07-21,2023-11-27,,664,HO,"",-,60,3232,8,8.6,8,47,68,62,25450,25220,0,1,1
21814,0,75,2-0,GW082023,F0001T0075,14,33,1,0,0,PUR,2021-12-01,2023-11-03,2023-07-21,2023-11-27,,702,HO,"",-,74,0,0,0,0,52,92,0,28720,29030,0,0,0
21815,0,4,2-1,GW,LUT,5,122,1,0,1,PUR,2021-10-15,2023-08-06,2023-07-21,2023-11-27,,660,HO,"",-,80,155,3.6,1.4,3.6,39,63,78,30910,29550,0,0,1
21817,0,71,2-0,GW082023,F0001T0071,8,14,1,0,0,PUR,2021-12-01,2023-11-22,2023-07-21,2023-11-27,,721,HO,"",-,38,50,2,2,0,38,0,0,22820,25620,0,0,0
21818,0,75,2-0,GW082023,14:59,9,38,1,0,1,PUR,2021-12-01,2023-10-29,2023-07-21,2023-11-27,,697,HO,"",-,69,90,2.8,2.8,0,50,68,0,24780,25170,0,0,1
21819,0,76,1-10,GW082023,STAPH,10,26,1,0,0,PUR,2021-12-01,2023-10-05,2023-07-21,2023-10-23,2023-10-31,673,HO,"",-,56,86,2.8,2.8,0,44,49,0,22210,24000,1,0,0
21820,0,76,2-0,GW082023,NONE,15,57,1,0,0,PUR,2021-12-01,2023-10-10,2023-07-21,2023-11-27,,678,HO,"",-,99,23,0.9,0.6,0.9,64,83,111,33140,32220,0,0,0
21821,0,9,1-10,GW082023,UDDERBROK,15,8,1,1,1,PUR,2021-12-01,2023-09-26,2023-07-21,,2023-10-04,664,HO,"",-,0,0,0,0,0,26,0,0,18990,19190,1,1,1
21822,0,75,2-0,GW082023,F0001T0075,11,53,1,0,1,PUR,2021-12-01,2023-10-14,2023-07-21,2023-11-27,,682,HO,"",-,76,44,1.8,2.5,1.8,48,79,84,28740,29980,0,0,1
21824,0,75,2-0,GW082023,F0001T0075,20,27,1,0,2,PUR,2021-12-01,2023-11-09,2023-07-21,2023-11-27,,708,HO,"",-,65,13,0.1,0.1,0,25,75,0,26680,26430,0,0,2
21825,0,79,2-0,GW082023,F0076T0079,16,62,1,1,2,PUR,2021-12-01,2023-10-05,2023-07-21,2023-11-27,,673,HO,"",-,38,107,3.1,0,3.1,43,28,47,17340,21140,0,1,2
21826,0,76,2-0,GW082023,08:59,0,64,1,0,0,PUR,2021-12-01,2023-10-03,2023-07-21,2023-11-27,,671,HO,"",-,60,3494,8.1,4,8.1,49,62,60,22300,24410,0,0,0
21828,0,75,2-0,GW082023,F0001T0075,9,42,1,0,1,PUR,2021-12-01,2023-10-25,2023-07-21,2023-11-27,,693,HO,"",-,82,20,0.7,0.7,0,52,62,0,22500,21150,0,0,1
21829,0,75,2-0,GW082023,F0001T0075,12,46,1,0,0,PUR,2021-12-01,2023-10-21,2023-07-21,2023-11-27,,689,HO,"",-,42,41,1.7,4.7,1.7,44,49,0,20180,31220,0,0,0
21830,0,71,2-0,GW082023,F0001T0071,2,14,1,0,0,PUR,2021-12-01,2023-11-22,2023-07-21,2023-11-27,,721,HO,"",-,44,36,1.5,1.5,0,42,0,0,21050,35600,0,0,0
21831,0,1,2-0,GW082023,CEF.22SQ,23,13,1,0,1,PUR,2021-12-01,2023-11-23,2023-07-21,2023-11-27,,722,HO,"",-,0,57,2.2,2.2,0,33,0,0,19880,37310,0,0,1
21832,0,1,2-0,GW082023,F0021T0001,7,9,1,0,0,PUR,2021-12-01,2023-11-27,2023-07-21,,,726,HO,"",-,0,0,0,0,0,58,0,0,21540,21770,0,0,0
21833,0,1,2-0,GW082023,DEX.15IM,16,6,1,0,0,PUR,2021-12-01,2023-11-30,2023-07-21,,,729,HO,"",-,0,0,0,0,0,0,0,0,0,0,0,0,0
21834,0,76,2-0,GW082023,F0001T0076,2,56,1,0,0,PUR,2021-12-01,2023-10-11,2023-07-21,2023-11-27,,679,HO,"",-,84,138,3.4,1.2,3.4,52,76,71,25660,28560,0,0,0
21835,0,77,2-4,-,LUT,2,139,1,2,2,PUR,2021-07-28,2023-07-20,2023-07-11,2023-11-27,,722,HO,"",-,55,212,4.1,7.8,5.5,30,35,51,19700,22620,0,2,2
21836,0,75,2-4,-,12:59,75,66,1,0,0,PUR,2021-08-01,2023-10-01,2023-07-19,2023-11-27,,791,HO,"",-,57,32,1.4,3.1,1.4,35,38,54,19600,20500,0,0,0
21837,0,76,2-3,-,00:59,65,76,1,1,2,PUR,2021-08-05,2023-09-21,2023-07-19,2023-11-27,,777,HO,"",-,61,1957,7.3,9.2,6.3,26,31,57,21000,27510,0,1,2
21838,0,75,2-4,-,F0001T0075,104,37,1,0,0,PUR,2021-08-03,2023-10-30,2023-07-19,2023-11-27,,818,HO,"",-,68,2697,7.8,7.8,0,40,67,0,23840,21150,0,0,0
21839,0,71,2-0,GW082023,F0001T0071,12,17,1,0,0,PUR,2021-12-01,2023-11-19,2023-07-21,2023-11-27,,718,HO,"",-,34,105,3.1,3.1,0,33,0,0,24630,27240,0,0,0
21840,0,75,2-0,GW082023,NONE,0,47,1,0,0,PUR,2021-12-01,2023-10-20,2023-07-21,2023-11-27,,688,HO,"",-,80,47,1.9,3.3,1.9,51,76,0,28450,35100,0,0,0
21841,0,75,1-11,GW082023,PNEU,25,18,1,0,1,PUR,2021-12-01,2023-10-20,2023-07-21,2023-10-23,2023-11-07,688,HO,"",-,31,44,1.8,1.8,0,58,0,0,22430,26520,1,0,1
21842,0,1,2-0,GW082023,DEX.15IM,16,13,1,0,0,PUR,2021-12-01,2023-11-23,2023-07-21,2023-11-27,,722,HO,"",-,0,122,3.3,3.3,0,28,0,0,17450,34800,0,0,0
21843,0,1,1-11,GW082023,STAPH,25,25,1,0,1,PUR,2021-12-01,2023-10-14,2023-07-21,2023-10-23,2023-11-08,682,HO,"",-,53,254,4.3,4.3,0,48,95,0,32290,40440,1,0,1
21844,0,75,2-0,GW082023,F0001T0075,5,24,1,0,0,PUR,2021-12-01,2023-11-12,2023-07-21,2023-11-27,,711,HO,"",-,39,124,3.3,3.3,0,38,60,0,23520,24910,0,0,0
21845,0,9,1-10,GW082023,INFC.,0,17,1,0,0,PUR,2021-12-01,2023-10-03,2023-07-21,,2023-10-20,671,HO,"",-,0,0,0,0,0,21,0,0,15630,15800,1,0,0
21846,0,75,2-0,GW082023,F0001T0075,9,49,1,0,0,PUR,2021-12-01,2023-10-18,2023-07-21,2023-11-27,,686,HO,"",-,82,18,0.5,3.3,0.5,45,83,0,25720,29000,0,0,0
21847,0,1,2-0,GW082023,CEF.22SQ,12,17,1,0,1,PUR,2021-12-01,2023-11-19,2023-07-21,2023-11-27,,718,HO,"",-,23,103,3,3,0,22,0,0,19140,19850,0,0,1
21848,0,76,2-0,GW082023,04:59,1,63,1,0,0,PUR,2021-12-01,2023-10-04,2023-07-21,2023-11-27,,672,HO,"",-,72,77,2.6,2.2,2.6,45,71,83,26150,27610,0,0,0
21855,0,76,2-0,-,20:59,0,67,1,0,0,PUR,2021-11-21,2023-09-30,2023-09-09,2023-11-27,,678,HO,"",-,63,177,3.8,1.1,3.8,43,45,62,22480,24930,0,0,0
21856,0,76,1-10,-,STAPH,0,25,1,0,0,PUR,2021-12-04,2023-09-29,2023-09-27,2023-10-23,2023-10-24,664,HO,"",-,70,149,3.5,3.5,0,48,69,0,26650,34120,1,0,0
21857,0,75,2-0,-,F0001T0075,0,58,1,0,0,PUR,2021-12-04,2023-10-09,2023-09-27,2023-11-27,,674,HO,"",-,53,101,3,7.6,3,45,21,0,21000,21880,0,0,0
21858,0,75,1-11,-,02:59,0,40,1,0,1,PUR,2021-12-10,2023-10-27,2023-09-27,2023-11-27,,686,HO,"",-,30,4040,8.3,8.3,0,48,21,0,16420,18070,0,0,1
21864,0,71,2-3,-,F0001T0071,0,14,1,0,0,Missing,2021-08-22,2023-11-22,2021-08-22,2023-11-27,,822,HO,"",-,47,120,3.3,3.3,0,39,0,0,21020,34210,0,0,0
21865,0,75,2-3,-,F0001T0075,0,28,1,0,1,Missing,2021-08-22,2023-11-08,2023-10-29,2023-11-27,,808,HO,"",-,16,34,1.4,1.4,0,19,23,0,14350,21540,0,0,1
21866,0,75,2-0,-,F0001T0075,0,22,1,0,1,PUR,2021-12-03,2023-11-14,2023-11-03,2023-11-27,,711,HO,"",-,51,193,4,4,0,32,74,0,26530,26870,0,0,1
21867,0,1,2-0,-,STAPH,0,22,1,0,1,PUR,2021-12-03,2023-11-14,2023-11-03,2023-11-27,,711,HO,"",-,39,118,3.2,3.2,0,38,53,0,22070,22760,0,0,1
21868,0,71,2-0,-,F0001T0071,0,18,1,1,1,PUR,2021-12-01,2023-11-18,2023-11-03,2023-11-27,,717,HO,"",-,45,5779,8.8,8.8,0,51,0,0,21890,37960,0,1,1
21871,0,75,1-11,-,F0001T0075,0,23,1,0,0,PUR,2021-12-11,2023-11-13,2023-11-03,2023-11-27,,702,HO,"",-,86,0,0,0,0,68,91,0,30650,30980,0,0,0
21872,0,1,1-11,-,F0021T0001,0,11,1,0,0,PUR,2021-12-10,2023-11-25,2023-11-03,2023-11-27,,715,HO,"",-,0,149,3.5,3.5,0,36,0,0,19390,36220,0,0,0
21873,0,71,1-11,-,F0001T0071,0,16,1,0,0,PUR,2021-12-12,2023-11-20,2023-11-03,2023-11-27,,708,HO,"",-,36,34,1.4,1.4,0,35,0,0,20550,28340,0,0,0
21876,0,75,1-11,-,F0001T0075,0,27,1,0,0,PUR,2021-12-05,2023-11-09,2023-11-03,2023-11-27,,704,HO,"",-,60,15,0.3,0.3,0,69,71,0,26530,30670,0,0,0
21882,0,9,2-1,-,F0001T0009,0,26,1,1,3,PUR,2021-10-25,2023-11-10,2023-11-10,2023-11-27,,746,HO,"",-,65,37,1.5,1.5,0,58,68,0,25210,30820,0,1,3
21883,0,75,1-9,-,DA,0,20,1,0,1,PUR,2022-02-03,2023-11-15,2023-11-13,2023-11-27,2023-12-05,650,HO,"",-,61,26,1.1,1.1,0,46,0,0,23620,40020,1,0,1
21884,0,75,1-10,-,F0001T0075,0,22,1,0,0,PUR,2022-02-02,2023-11-14,2023-11-13,2023-11-27,,650,HO,"",-,54,565,5.4,5.4,0,46,0,0,24810,31910,0,0,0
21885,0,71,1-10,-,F0001T0071,0,18,1,0,0,PUR,2022-02-03,2023-11-18,2023-11-13,2023-11-27,,653,HO,"",-,24,27,1.1,1.1,0,26,0,0,21630,28720,0,0,0
21886,0,1,1-10,-,F0021T0001,0,12,1,0,0,PUR,2022-02-03,2023-11-24,2023-11-13,2023-11-27,,659,HO,"",-,0,212,4.1,4.1,0,54,0,0,24890,32040,0,0,0
21887,0,71,1-10,-,F0001T0071,0,15,1,0,0,PUR,2022-02-01,2023-11-21,2023-11-13,2023-11-27,,658,HO,"",-,22,235,4.2,4.2,0,32,0,0,23440,33460,0,0,0
21888,0,1,1-10,-,METB.UT,0,6,1,0,0,PUR,2022-01-20,2023-11-22,2023-11-13,2023-11-27,2023-11-28,671,HO,"",-,50,0,0,0,0,0,0,0,0,0,1,0,0
21893,0,1,1-10,-,F0021T0001,0,11,1,0,0,PUR,2022-01-29,2023-11-25,2023-11-22,2023-11-27,,665,HO,"",-,0,22,0.8,0.8,0,40,0,0,20940,27940,0,0,0
21894,0,1,2-2,JC23,CEF.22SQ,0,12,1,0,1,PUR,2021-09-19,2023-11-24,2023-03-16,2023-11-27,,796,HO,H,H,0,0,0,0,0,0,0,0,0,0,0,0,1
21901,0,76,2-0,GW082023,10:59,7,71,1,0,1,PUR,2021-12-01,2023-09-26,2023-07-24,2023-11-27,,664,HO,"",-,69,133,3.4,1.2,3.4,39,47,74,27940,27490,0,0,1
21902,0,79,1-10,GW082023,MASTITIS,0,38,1,1,1,PUR,2021-12-01,2023-08-28,2023-07-24,2023-09-25,2023-10-05,635,HO,"",-,31,860,6.1,6.1,0,47,31,0,14460,14860,1,1,1
21903,0,76,2-0,GW082023,-,0,88,1,0,0,PUR,2021-12-01,2023-09-09,2023-07-24,2023-11-27,,647,HO,"",-,70,11,0.1,0,3.3,47,66,73,27210,32480,0,0,0
21904,0,75,2-0,GW082023,F0001T0075,8,39,1,0,0,PUR,2021-12-01,2023-10-28,2023-07-24,2023-11-27,,696,HO,"",-,74,29,1.2,1.2,0,41,75,0,26130,28980,0,0,0
21905,0,76,2-0,GW082023,20:59,0,103,1,0,0,PUR,2021-12-01,2023-08-25,2023-07-24,2023-11-27,,632,HO,"",-,72,73,2.5,3.1,0.6,33,65,65,23420,26910,0,0,0
21906,0,1,2-0,GW082023,STAPH,93,13,1,0,0,PUR,2021-12-01,2023-11-23,2023-07-24,2023-11-27,,722,HO,"",-,0,212,4.1,4.1,0,41,0,0,21120,32270,0,0,0
21907,0,77,2-1,-,12:59,0,120,1,2,2,PUR,2021-10-26,2023-08-08,2023-07-24,2023-11-27,,651,HO,"",-,68,278,4.4,4.8,9.4,44,81,86,34320,33640,0,2,2
21909,0,76,2-0,GW082023,12:59,1,91,1,0,0,PUR,2021-12-01,2023-09-06,2023-07-24,2023-11-27,,644,HO,"",-,98,86,2.8,4.9,0.8,54,70,91,32230,33870,0,0,0
21910,0,76,2-0,GW082023,-,0,110,1,1,2,PUR,2021-12-01,2023-08-18,2023-07-24,2023-11-27,,625,HO,"",-,72,25,1,3,5.8,42,59,78,29520,29650,0,1,2
21911,0,76,2-0,GW082023,NONE,6,86,1,0,0,PUR,2021-12-01,2023-09-11,2023-07-24,2023-11-27,,649,HO,"",-,74,29,1.2,0,0.8,32,49,64,25250,25620,0,0,0
21912,0,10,1-9,GW082023,PINKEYE,0,20,1,0,0,PUR,2021-12-01,2023-08-16,2023-07-24,2023-08-29,2023-09-05,623,HO,"",-,60,378,4.9,4.9,0,0,0,0,0,0,1,0,0
21913,0,75,2-0,GW082023,F0001T0075,3,44,1,0,0,PUR,2021-12-01,2023-10-23,2023-07-24,2023-11-27,,691,HO,"",-,68,6935,9.1,9.1,0,38,58,0,24130,25240,0,0,0
21914,0,77,2-1,-,NONE,1,113,1,0,0,PUR,2021-10-26,2023-08-15,2023-07-24,2023-11-27,,658,HO,"",-,73,248,4.3,0,2.2,49,63,75,28990,31230,0,0,0
21916,0,77,2-0,GW082023,LUT,0,111,1,1,1,PUR,2021-12-01,2023-08-17,2023-07-24,2023-11-27,,624,HO,"",-,78,289,4.5,4.8,3.2,41,59,90,31830,31310,0,1,1
21918,0,76,2-0,GW082023,12:59,3,69,1,0,0,PUR,2021-12-01,2023-09-28,2023-07-24,2023-11-27,,666,HO,"",-,75,23,0.9,4.2,0.9,40,61,69,24220,29570,0,0,0
21919,0,75,2-0,GW082023,F0001T0075,16,27,1,0,0,PUR,2021-12-01,2023-11-09,2023-07-24,2023-11-27,,708,HO,"",-,68,719,5.8,5.8,0,58,66,0,25410,26840,0,0,0
21920,0,76,1-11,GW0823,04:59,10,90,1,0,0,PUR,2022-01-01,2023-09-07,2023-08-15,2023-11-27,,614,HO,"",H,61,36,1.5,1.6,0.1,38,52,57,22080,23580,0,0,0
21921,0,71,1-11,GW0823,F0001T0071,25,18,1,0,0,PUR,2022-01-01,2023-11-18,2023-08-15,2023-11-27,,686,HO,"",H,42,5725,8.8,8.8,0,39,0,0,18810,31550,0,0,0
21922,0,76,1-11,GW0823,04:59,9,91,1,0,0,PUR,2022-01-01,2023-09-06,2023-08-15,2023-11-27,,613,HO,"",H,68,115,3.2,3,4,45,58,74,26010,27980,0,0,0
21923,0,1,1-11,GW0823,DEX.15IM,24,5,1,0,0,PUR,2022-01-01,2023-12-01,2023-08-15,,,699,HO,"",H,0,0,0,0,0,0,0,0,0,0,0,0,0
21924,0,75,1-11,GW0823,10:59,17,47,1,1,1,PUR,2022-01-01,2023-10-20,2023-08-15,2023-11-27,,657,HO,"",H,66,8,0.1,5.7,0.1,39,63,0,25970,28200,0,1,1
21927,0,75,1-11,GW0823,F0001T0075,23,41,1,0,0,PUR,2022-01-01,2023-10-26,2023-08-15,2023-11-27,,663,HO,"",H,58,58,2.2,2.2,0,41,56,0,22130,25780,0,0,0
21928,0,1,1-11,GW0823,F0021T0001,10,12,1,0,0,PUR,2022-01-01,2023-11-24,2023-08-15,2023-11-27,,692,HO,"",H,0,50,2,2,0,46,0,0,20620,29170,0,0,0
21929,0,75,1-11,GW0823,14:59,1,46,1,0,1,PUR,2022-01-01,2023-10-21,2023-08-15,2023-11-27,,658,HO,"",H,69,103,3,5.6,3,42,49,0,24350,28000,0,0,1
21930,0,75,1-11,GW0823,COPDLH/S0/W,3,55,1,0,0,PUR,2022-01-01,2023-10-12,2023-08-15,2023-11-27,,649,HO,"",H,94,169,3.8,4.5,3.8,56,83,103,34390,34740,0,0,0
21932,0,76,1-11,GW0823,00:59,0,100,1,0,0,PUR,2022-01-01,2023-08-28,2023-08-15,2023-11-27,,604,HO,"",H,61,50,2,0,1.3,36,42,47,22710,22580,0,0,0
21933,0,1,1-11,GW0823,CEF.22SQ,14,15,1,0,1,PUR,2022-01-01,2023-11-21,2023-08-15,2023-11-27,,689,HO,"",H,24,59,2.2,2.2,0,15,0,0,17070,25170,0,0,1
21935,0,76,1-11,GW0823,NONE,0,85,1,0,0,PUR,2022-01-01,2023-09-12,2023-08-28,2023-11-27,,619,HO,"",H,65,682,5.8,0,7,54,65,54,23010,24230,0,0,0
21936,0,71,1-11,GW0823,F0001T0071,16,20,1,0,0,PUR,2022-01-01,2023-11-16,2023-08-28,2023-11-27,,684,HO,"",H,37,81,2.7,2.7,0,37,0,0,22900,26000,0,0,0
21937,0,76,2-0,-,14:59,7,99,1,0,0,PUR,2021-12-01,2023-08-29,2023-08-22,2023-11-27,,636,HO,"",-,51,80,2.7,3.8,2.7,56,58,62,21240,22700,0,0,0
21939,0,1,1-11,GW0823,XC.17BOE,9,13,1,0,1,PUR,2022-01-01,2023-11-23,2023-08-28,2023-11-27,,691,HO,"",H,0,42,1.8,1.8,0,48,0,0,21890,29270,0,0,1
21940,0,75,1-11,GW0823,F0001T0075,10,33,1,0,0,PUR,2022-01-01,2023-11-03,2023-08-28,2023-11-27,,671,HO,"",H,71,7305,9.2,9.2,0,61,54,0,26970,32570,0,0,0
21941,0,76,2-0,-,-,5,101,1,0,0,PUR,2021-12-02,2023-08-27,2023-08-22,2023-11-27,,633,HO,"",-,64,2938,7.8,6.2,5.2,43,62,66,25270,26350,0,0,0
21942,0,75,1-11,GW0823,F0001T0075,9,49,1,0,0,PUR,2022-01-01,2023-10-18,2023-08-28,2023-11-27,,655,HO,"",H,23,192,4,2.7,4,37,42,0,15400,17920,0,0,0
21945,0,1,1-11,GW0823,PROPGLY,42,16,1,0,1,PUR,2022-01-01,2023-11-20,2023-08-28,2023-11-27,,688,HO,"",H,26,57,2.2,2.2,0,25,0,0,20760,23250,0,0,1
21946,0,76,1-10,-,STAPH,19,44,1,0,0,PUR,2021-12-02,2023-09-10,2023-08-22,2023-10-23,2023-10-24,647,HO,"",-,77,84,2.8,0,2.8,62,87,0,28620,30080,1,0,0
21947,0,75,1-11,GW0823,F0001T0075,8,21,1,0,0,PUR,2022-01-01,2023-11-15,2023-08-28,2023-11-27,,683,HO,"",H,53,94,2.9,2.9,0,42,0,0,26210,30020,0,0,0
