id,oldid,pen,age,note,rem,days_in_closeup,dim,lact,xmast,xsick,orgin,birth_date,fresh_date,purchase_date,last_test_date,cull_date,age_fresh_days,breed,sire_breed,dam_breed,last_test_milk,last_test_scc,last_test_log_scc,first_test_log_scc,second_test_log_scc,week_1_milk,week_4_milk,week_8_milk,mature_equiv_305m,energy_corrected_305m,culled,times_mast,times_sick
21948,0,75,1-11,GW0823,F0001T0075,11,25,1,0,0,PUR,2022-01-01,2023-11-11,2023-08-28,2023-11-27,,679,HO,"",H,50,0,0,0,0,34,64,0,24800,25060,0,0,0
21949,0,75,1-11,GW0823,F0001T0075,6,30,1,0,0,PUR,2022-01-01,2023-11-06,2023-08-28,2023-11-27,,674,HO,"",H,43,1132,6.4,6.4,0,27,66,0,21050,22210,0,0,0
21950,0,1,1-11,GW0823,PROPGLY,8,14,1,0,0,PUR,2022-01-02,2023-11-22,2023-08-28,2023-11-27,,689,HO,"",H,47,30,1.3,1.3,0,55,0,0,23370,32810,0,0,0
21964,0,74,2-8,GW,69DAYS,0,216,1,0,1,PUR,2021-03-07,2023-05-04,2023-03-07,2023-11-27,,788,HO,"",-,46,1679,7.1,1.8,2.8,48,62,68,22260,23480,0,0,1
21968,0,10,2-1,GW,INFC.ON,0,6,1,0,3,Missing,2021-03-07,2023-04-24,2023-03-07,,2023-04-30,778,HO,"",-,0,0,0,0,0,0,0,0,0,0,1,0,3
21970,0,80,2-6,GW,ULCERA.NA,0,168,1,1,2,PUR,2021-03-07,2023-04-21,2023-03-07,2023-09-25,2023-10-06,775,HO,"",-,18,0,0,2.8,7.2,58,48,78,15020,13980,1,1,2
21971,0,74,2-8,GW,NONE,0,216,1,0,1,PUR,2021-03-07,2023-05-04,2023-03-07,2023-11-27,,788,HO,"",-,69,11,0.1,0,5.6,43,45,77,25380,24200,0,0,1
21975,0,74,2-5,JC23,LP,10,187,1,0,1,PUR,2021-05-15,2023-04-27,2023-03-16,2023-10-23,2023-10-31,712,HO,H,H,8,0,0,4.4,8.5,35,60,50,11080,12080,1,0,1
21976,0,74,2-6,JC23,71DAYS,5,209,1,0,0,PUR,2021-05-20,2023-05-11,2023-03-16,2023-11-27,,721,HO,H,H,67,106,3.1,4.5,3.4,43,77,83,28020,32500,0,0,0
21978,0,74,2-4,-,NONE,9,209,1,0,0,KDD,2021-07-08,2023-05-11,2021-07-08,2023-11-27,,672,Other,LM,H,75,7,0.1,0.7,0.1,49,69,73,27300,28820,0,0,0
21979,0,74,2-4,-,71DAYS,3,215,1,0,0,KDD,2021-07-21,2023-05-05,2021-07-21,2023-11-27,,653,HO,H,H,74,32,1.4,0,0.4,52,81,95,28490,30680,0,0,0
21980,0,74,2-6,-,32DAYS,16,202,1,0,0,KDD,2021-06-02,2023-05-18,2021-06-02,2023-11-27,,715,HO,H,H,69,308,4.6,2.5,1.9,40,60,75,27690,31480,0,0,0
21981,0,10,1-9,-,INFC.3,5,2,1,0,0,Missing,2021-08-08,2023-05-24,2021-08-08,,2023-05-26,654,HO,H,H,0,0,0,0,0,0,0,0,0,0,1,0,0
21982,0,2,2-5,-,67DAYS,0,210,1,0,1,PUR,2021-06-25,2023-05-10,2023-05-10,2023-11-27,,684,HO,"",-,84,35,1.4,1.8,0.2,39,67,81,30190,29450,0,0,1
21983,0,10,2-0,-,CRAZY,0,10,1,0,0,Missing,2021-06-25,2023-07-03,2023-05-10,,2023-07-13,738,HO,"",-,0,0,0,0,0,42,0,0,22000,22230,1,0,0
21984,0,1,2-1,-,PNEU,0,27,1,0,2,Missing,2021-06-25,2023-07-13,2023-05-10,2023-07-19,2023-08-09,748,HO,"",-,37,2867,7.8,7.8,0,39,43,0,19940,30510,1,0,2
21985,0,77,2-3,-,SCOURS,0,64,1,1,1,PUR,2021-06-25,2023-08-02,2023-05-10,2023-09-25,2023-10-05,768,HO,"",-,74,78,2.6,7.1,2.6,37,53,65,18730,18810,1,1,1
21986,0,79,1-11,-,PNEU,0,23,1,0,1,Missing,2021-06-25,2023-05-15,2023-05-10,2023-05-23,2023-06-07,689,HO,"",-,38,0,0,0,0,40,58,0,23250,23500,1,0,1
21987,0,10,2-1,GW,UNKN.3,0,12,1,0,2,Missing,2021-04-15,2023-05-16,2023-05-14,2023-05-23,2023-05-28,761,HO,"",-,33,248,4.3,4.3,0,32,0,0,19430,32990,1,0,2
21988,0,78,2-4,GW,COPDRH,16,160,1,0,0,PUR,2021-07-15,2023-06-29,2023-05-14,2023-11-27,,714,HO,"",-,83,443,5.1,4.5,3.5,44,82,88,33260,35390,0,0,0
21989,0,78,2-0,GW,PNEU,17,46,1,0,1,Missing,2021-07-15,2023-06-30,2023-05-14,2023-07-19,2023-08-15,715,HO,"",-,57,144,3.5,3.5,0,29,62,0,15810,17800,1,0,1
21990,0,9,1-11,GW,UDDERSICK,5,18,1,0,0,Missing,2021-07-15,2023-06-03,2023-05-14,,2023-06-21,688,HO,"",-,0,0,0,0,0,48,49,0,21450,21680,1,0,0
21991,0,74,2-4,GW,NONE,5,196,1,0,0,PUR,2021-07-15,2023-05-24,2023-05-14,2023-11-27,,678,HO,"",-,69,4,0.1,2.4,2.1,51,71,57,25750,30430,0,0,0
21992,0,79,2-4,GW,SPCT3LFNA,4,187,1,2,2,PUR,2021-07-15,2023-06-02,2023-05-14,2023-11-27,,687,HO,"",-,70,1829,7.2,6.4,4.8,54,74,84,26380,27050,0,2,2
21993,0,74,2-4,GW,CEDAR,7,191,1,1,4,PUR,2021-07-15,2023-05-29,2023-05-14,2023-11-27,,683,HO,"",-,90,981,6.3,1.4,2.2,32,52,83,28050,23440,0,1,4
21994,0,7,2-4,GW,LP/HSCC,8,178,1,3,3,PUR,2021-07-15,2023-06-04,2023-05-14,2023-11-27,2023-11-29,689,HO,"",-,69,6046,8.9,8.6,7,52,43,82,22340,22970,1,3,3
21995,0,78,2-4,GW,NONE,16,160,1,0,0,PUR,2021-07-15,2023-06-29,2023-05-14,2023-11-27,,714,HO,"",-,61,3032,7.9,6.8,7,39,64,81,26140,30340,0,0,0
21996,0,76,2-4,GW,COPDLH/S0/W,9,90,1,0,1,PUR,2021-07-15,2023-09-07,2023-05-14,2023-11-27,,784,HO,"",-,73,18,0.5,0,0.1,34,64,76,24310,26460,0,0,1
21997,0,78,2-4,GW,67DAYS,5,175,1,0,0,PUR,2021-07-15,2023-06-14,2023-05-14,2023-11-27,,699,HO,"",-,98,29,1.2,1.5,1.5,55,72,103,36410,37920,0,0,0
21998,0,78,2-4,GW,04:59,0,167,1,0,1,PUR,2021-07-15,2023-06-22,2023-05-14,2023-11-27,,707,HO,"",-,83,1483,6.9,3.8,1,56,64,83,30790,32070,0,0,1
21999,0,1,2-0,GW,DA,2,21,1,0,2,Missing,2021-07-15,2023-07-24,2023-05-14,,2023-08-14,739,HO,"",-,0,0,0,0,0,14,0,0,16160,16330,1,0,2
22000,0,78,2-2,GW,PNEU,0,123,1,0,1,PUR,2021-07-15,2023-05-27,2023-05-14,2023-09-25,2023-09-27,681,HO,"",-,50,0,0,0.6,0.4,37,58,63,18500,18900,1,0,1
22001,0,75,1-11,GW0923,COPDRH/S0/W,10,41,1,0,0,PUR,2022-01-01,2023-10-26,2023-09-15,2023-11-27,,663,HO,"",H,107,11,0.1,0.1,0,81,100,0,32340,37370,0,0,0
22002,0,76,2-4,-,NONE,0,65,1,0,0,Missing,2021-07-15,2023-10-02,2023-10-02,2023-11-27,,809,HO,"",-,65,241,4.3,1.8,4.3,34,56,64,21700,24200,0,0,0
22004,0,75,1-11,GW0923,STAPH,3,55,1,0,0,PUR,2022-01-01,2023-10-12,2023-09-15,2023-11-27,,649,HO,"",H,79,212,4.1,3.5,4.1,45,68,73,26900,28080,0,0,0
22007,0,75,2-1,-,16:59,10,54,1,0,0,Missing,2021-11-02,2023-10-13,2023-10-03,2023-11-27,,710,HO,"",-,41,367,4.8,1.8,4.8,40,66,62,22580,24880,0,0,0
22009,0,9,1-10,GW0923,STAPH,17,16,1,0,1,PUR,2022-01-01,2023-11-06,2023-09-15,,2023-11-22,674,HO,"",H,0,0,0,0,0,43,0,0,22610,22850,1,0,1
22010,0,1,1-11,GW0923,DA,24,12,1,0,2,PUR,2022-01-01,2023-11-24,2023-09-15,2023-11-27,2023-12-06,692,HO,"",H,0,292,4.5,4.5,0,27,0,0,19430,44170,1,0,2
22013,0,1,1-11,GW1023,F0001T0009,0,9,1,1,1,PUR,2022-01-01,2023-11-27,2023-10-03,,,695,HO,"",H,0,0,0,0,0,27,0,0,19020,19220,0,1,1
22017,0,75,1-11,GW1023,F0001T0075,5,24,1,0,0,PUR,2022-01-01,2023-11-12,2023-10-03,2023-11-27,,680,HO,"",H,46,19,0.6,0.6,0,38,55,0,22830,24040,0,0,0
22018,0,75,1-11,GW1023,F0001T0075,0,51,1,0,1,PUR,2022-01-01,2023-10-16,2023-10-03,2023-11-27,,653,HO,"",H,61,1,0.1,2.4,0.1,38,49,62,23070,23430,0,0,1
22024,0,75,1-11,GW1023,F0001T0075,6,23,1,0,1,PUR,2022-01-01,2023-11-13,2023-10-03,2023-11-27,,681,HO,"",H,46,36,1.5,1.5,0,36,62,0,24320,22910,0,0,1
22029,0,1,1-11,GW1023,PROPGLY,0,17,1,0,0,PUR,2022-01-01,2023-11-19,2023-10-03,,,687,HO,"",H,0,0,0,0,0,32,0,0,16830,17010,0,0,0
22040,0,75,1-11,GW1023,14:59,9,34,1,1,1,PUR,2022-01-01,2023-11-02,2023-10-03,2023-11-27,,670,HO,"",H,48,76,2.6,2.6,0,33,45,0,19970,22640,0,1,1
22051,0,76,1-11,GW0823,16:59,2,70,1,0,0,PUR,2022-01-03,2023-09-27,2023-08-28,2023-11-27,,632,HO,"",H,60,68,2.4,2.7,2.4,51,51,49,21190,25140,0,0,0
22054,0,75,1-10,GW0823,F0076T0075,14,86,1,2,2,PUR,2022-01-06,2023-09-11,2023-08-28,2023-11-27,,613,HO,"",H,47,3805,8.2,1.8,4.2,43,53,58,20320,22300,0,2,2
22055,0,71,1-10,GW0823,F0001T0071,11,25,1,0,1,PUR,2022-01-07,2023-11-11,2023-08-28,2023-11-27,,673,HO,"",H,54,57,2.2,2.2,0,42,75,0,27390,34590,0,0,1
22057,0,75,1-10,GW0823,STAPH,0,29,1,0,0,PUR,2022-01-09,2023-11-07,2023-08-28,2023-11-27,,667,HO,"",H,54,141,3.4,3.4,0,37,63,0,23320,23000,0,0,0
22058,0,75,1-10,GW0823,F0001T0075,3,48,1,0,0,PUR,2022-01-10,2023-10-19,2023-08-28,2023-11-27,,647,HO,"",H,75,14,0.2,1.5,0.2,46,81,0,30390,36150,0,0,0
22060,0,76,1-10,GW0823,18:59,0,95,1,0,0,PUR,2022-01-12,2023-09-02,2023-08-28,2023-11-27,,598,HO,"",H,86,160,3.7,1.9,1.8,41,55,67,31840,32230,0,0,0
22061,0,76,1-8,GW0823,PNEU,3,20,1,0,1,PUR,2022-01-13,2023-09-08,2023-08-28,2023-09-25,2023-09-28,603,HO,"",H,57,163,3.7,3.7,0,47,0,0,23010,31890,1,0,1
22063,0,75,1-10,GW0823,F0001T0075,4,32,1,0,0,PUR,2022-01-15,2023-11-04,2023-08-28,2023-11-27,,658,HO,"",H,49,58,2.2,2.2,0,35,60,0,22450,26550,0,0,0
22064,0,71,1-10,GW0823,F0001T0071,15,14,1,0,0,PUR,2022-01-16,2023-11-22,2023-08-28,2023-11-27,,675,HO,"",H,49,27,1.1,1.1,0,29,0,0,21310,29940,0,0,0
22066,0,75,1-10,GW0823,F0001T0075,2,49,1,0,0,PUR,2022-01-18,2023-10-18,2023-08-28,2023-11-27,,638,HO,"",H,44,26,1.1,1.1,0,42,42,0,23770,23280,0,0,0
22067,0,1,1-10,GW0823,PROPGLY,8,14,1,0,1,PUR,2022-01-19,2023-11-22,2023-08-28,2023-11-27,,672,HO,"",H,48,19,0.6,0.6,0,56,0,0,23450,29960,0,0,1
22068,0,9,1-9,GW0823,MAST,16,34,1,1,1,PUR,2022-01-20,2023-10-05,2023-08-28,2023-10-23,2023-11-08,623,HO,"",H,48,10088,9.6,9.6,0,39,48,0,19630,22880,1,1,1
22069,0,76,2-0,-,06:59,8,98,1,0,0,PUR,2021-12-02,2023-08-30,2023-08-22,2023-11-27,,636,HO,"",-,51,27,1.1,8.5,4.8,43,47,41,20490,28530,0,0,0
22070,0,76,1-10,GW0823,16:59,9,77,1,0,1,PUR,2022-01-22,2023-09-20,2023-08-28,2023-11-27,,606,HO,"",H,68,53,2.1,1.8,0.3,37,61,63,26350,30520,0,0,1
22072,0,76,1-10,GW0823,NONE,7,65,1,1,1,PUR,2022-01-24,2023-10-02,2023-08-28,2023-11-27,,616,HO,"",H,79,20,0.7,0.7,0.7,43,70,79,29850,34010,0,1,1
22074,0,1,1-10,GW0823,STAPH,19,10,1,0,0,PUR,2022-01-26,2023-11-26,2023-08-28,2023-11-27,,669,HO,"",H,0,241,4.3,4.3,0,28,0,0,18850,16510,0,0,0
22075,0,75,1-10,GW0823,F0001T0075,11,53,1,0,0,PUR,2022-01-27,2023-10-14,2023-08-28,2023-11-27,,625,HO,"",H,65,297,4.5,5.3,4.5,36,52,67,24720,23520,0,0,0
22076,0,75,1-10,GW0823,F0001T0075,4,25,1,0,0,PUR,2022-01-28,2023-11-11,2023-08-28,2023-11-27,,652,HO,"",H,52,217,4.1,4.1,0,37,55,0,23320,29950,0,0,0
22077,0,79,1-8,GW0823,RESP.NA,0,50,1,0,1,PUR,2022-01-29,2023-09-11,2023-08-28,2023-10-23,2023-10-31,590,HO,"",H,0,0,0,0,0,0,0,0,0,0,1,0,1
22079,0,76,1-10,GW0823,22:59,0,87,1,2,4,PUR,2022-01-31,2023-09-10,2023-08-28,2023-11-27,,587,HO,"",H,50,867,6.1,6.1,8.1,38,49,53,21680,22690,0,2,4
22080,0,10,1-9,GW0823,METB.UT,18,17,1,0,2,PUR,2022-02-01,2023-11-11,2023-08-28,2023-11-27,2023-11-28,648,HO,"",H,35,0,0,0,0,27,0,0,20100,20310,1,0,2
22081,0,71,1-10,GW0823,F0001T0071,40,18,1,0,0,PUR,2022-02-02,2023-11-18,2023-08-28,2023-11-27,,654,HO,"",H,36,800,6,6,0,39,0,0,17560,32200,0,0,0
22082,0,71,1-11,GW0823,F0001T0071,10,19,1,0,0,PUR,2021-12-09,2023-11-17,2023-08-31,2023-11-27,,708,HO,"",-,40,20,0.7,0.7,0,41,0,0,22260,28000,0,0,0
22084,0,79,2-1,GW,PNEU,0,55,1,0,2,PUR,2021-09-29,2023-09-13,2023-09-10,2023-10-23,2023-11-07,714,HO,"",-,55,15,0.3,0.3,0,0,0,0,0,0,1,0,2
22086,0,75,1-11,GW0923,F0001T0075,0,51,1,0,0,PUR,2022-01-01,2023-10-16,2023-09-15,2023-11-27,,653,HO,"",H,76,61,2.3,3.3,2.3,42,79,78,27770,27120,0,0,0
22087,0,1,1-11,GW0923,F0021T0001,18,11,1,0,0,PUR,2022-01-01,2023-11-25,2023-09-15,2023-11-27,,693,HO,"",H,0,49,2,2,0,56,0,0,23110,32380,0,0,0
22088,0,76,2-1,-,F0001T0076,0,72,1,0,0,PUR,2021-11-02,2023-09-25,2023-09-09,2023-11-27,,692,HO,"",-,43,0,0,4,0,48,53,49,16500,11580,0,0,0
22089,0,1,1-11,GW0923,CEF.22SQ,19,24,1,0,1,PUR,2022-01-01,2023-11-12,2023-09-15,2023-11-27,,680,HO,"",H,43,63,2.3,2.3,0,36,45,0,20450,19930,0,0,1
22093,0,75,1-11,GW0923,F0001T0075,20,44,1,0,0,PUR,2022-01-01,2023-10-23,2023-09-15,2023-11-27,,660,HO,"",H,96,4,0.1,0.1,0,61,89,0,27650,29880,0,0,0
22095,0,71,1-11,GW0923,F0001T0071,9,20,1,0,0,PUR,2022-01-01,2023-11-16,2023-09-15,2023-11-27,,684,HO,"",H,34,61,2.3,2.3,0,35,0,0,23290,26880,0,0,0
22096,0,1,1-10,GW0923,STAPH,7,29,1,0,1,PUR,2022-01-01,2023-10-10,2023-09-15,2023-10-23,2023-11-08,647,HO,"",H,33,130,3.4,3.4,0,25,47,0,21520,23850,1,0,1
22098,0,79,2-1,-,INFECTION,0,39,1,0,1,Missing,2021-09-10,2023-09-29,2023-09-29,2023-10-23,2023-11-07,749,HO,"",-,55,233,4.2,4.2,0,0,0,0,0,0,1,0,1
22099,0,75,1-11,GW0923,PUMPALFALFA,9,55,1,0,1,PUR,2022-01-01,2023-10-12,2023-09-15,2023-11-27,,649,HO,"",H,78,31,1.3,3,1.3,36,74,59,23200,23540,0,0,1
22100,0,71,1-11,GW0923,F0001T0071,0,20,1,0,0,PUR,2022-01-01,2023-11-16,2023-09-15,2023-11-27,,684,HO,"",H,36,17,0.4,0.4,0,37,0,0,21290,22620,0,0,0
22103,0,75,1-11,GW0923,F0001T0075,8,28,1,0,1,PUR,2022-01-01,2023-11-08,2023-09-15,2023-11-27,,676,HO,"",H,62,51,2,2,0,38,67,0,25430,27650,0,0,1
22132,0,1,1-10,GW0923,F0021T0001,16,13,1,0,0,PUR,2022-01-04,2023-11-23,2023-09-11,2023-11-27,,688,HO,"",H,0,30,1.3,1.3,0,53,0,0,24780,32530,0,0,0
22140,0,75,1-11,GW1023,F0001T0075,10,26,1,0,1,PUR,2022-01-01,2023-11-10,2023-10-10,2023-11-27,,678,HO,"",H,46,0,0,0,0,45,55,0,22970,23210,0,0,1
22141,0,79,1-11,GW1023,MASTITIS,0,35,1,1,1,PUR,2022-01-01,2023-10-31,2023-10-10,2023-11-27,2023-12-05,668,HO,"",H,51,1749,7.1,7.1,0,0,0,0,0,0,1,1,1
22146,0,1,1-11,GW1023,F0021T0001,10,12,1,0,0,PUR,2022-01-01,2023-11-24,2023-10-10,2023-11-27,,692,HO,"",H,0,2645,7.7,7.7,0,39,0,0,19840,35310,0,0,0
22151,0,71,1-11,-,F0001T0071,0,19,1,0,0,Missing,2022-01-01,2023-11-17,2023-11-08,2023-11-27,,685,HO,"",-,40,33,1.4,1.4,0,42,0,0,22950,31750,0,0,0
22156,0,1,1-11,GW1123,CEF.26SQ,0,13,1,0,1,PUR,2022-01-01,2023-11-23,2023-11-20,2023-11-27,,691,HO,"",H,0,67,2.4,2.4,0,34,0,0,20180,31840,0,0,1
22160,0,75,1-11,-,F0001T0075,0,23,1,0,0,Missing,2022-01-01,2023-11-13,2023-11-08,2023-11-27,,681,HO,"",-,53,0,0,0,0,38,56,0,22910,23150,0,0,0
22162,0,71,1-10,-,F0001T0071,0,15,1,0,1,PUR,2022-01-22,2023-11-21,2023-11-10,2023-11-27,,668,HO,"",-,46,97,3,3,0,45,0,0,22850,24850,0,0,1
22168,0,1,2-0,-,STAPH,0,18,1,0,0,Missing,2021-11-16,2023-11-18,2023-11-14,2023-11-27,,732,HO,"",-,23,47,1.9,1.9,0,24,0,0,20900,21730,0,0,0
22176,0,1,1-10,-,F0021T0001,0,9,1,0,0,PUR,2022-01-22,2023-11-27,2023-11-10,,,674,HO,"",-,0,0,0,0,0,44,0,0,20570,20790,0,0,0
22177,0,75,2-1,-,F0079T0075,0,35,1,0,0,Missing,2021-11-02,2023-11-01,2023-11-06,2023-11-27,,729,HO,"",-,52,242,4.3,4.3,0,31,0,0,17590,21230,0,0,0
22193,0,9,1-10,-,POL.22IM,0,14,1,0,2,PUR,2022-01-22,2023-11-22,2023-11-10,2023-11-27,,669,HO,"",-,49,40,1.7,1.7,0,39,0,0,21000,29510,0,0,2
22200,0,71,2-0,-,F0001T0071,0,14,1,0,0,Missing,2021-11-16,2023-11-22,2023-11-14,2023-11-27,,736,HO,"",-,38,17,0.4,0.4,0,47,0,0,24020,32330,0,0,0
22201,0,1,1-10,-,PROPGLY,0,20,1,0,0,Missing,2022-01-20,2023-11-16,2023-11-14,2023-11-27,,665,HO,"",-,47,31,1.3,1.3,0,46,0,0,20920,30010,0,0,0
22202,0,1,1-10,-,DEX.15IM,0,5,1,0,0,PUR,2022-01-22,2023-12-01,2023-11-10,,,678,HO,"",-,0,0,0,0,0,0,0,0,0,0,0,0,0
22204,0,1,1-10,-,DEX.15IM,0,6,1,0,0,PUR,2022-01-22,2023-11-30,2023-11-10,,,677,HO,"",-,0,0,0,0,0,0,0,0,0,0,0,0,0
22238,0,79,3-11,-,F0086T0001,0,1,1,0,0,Missing,2020-01-02,2023-12-05,2023-12-04,,,1433,HO,"",-,0,0,0,0,0,0,0,0,0,0,0,0,0
